index,movie_id,rate_x,rate_y,global_rate
1043,lone+wolf+and+cub+sword+of+vengeance+1972,4.0,3.0,7.1
1044,lonely+are+the+brave+1962,4.0,4.0,7.5
1045,looking+for+lenny+2011,4.0,4.0,4.0
1046,looper+2012,3.5,5.0,6.6
1047,losers+club+2011,4.0,3.0,6.6
1048,lost+horizon+1937,4.25,4.0,6.8
1049,lotta+on+rascal+street+1992,3.0,2.0,5.5
1050,louis+c.k.+hilarious+2010,4.0,3.0,8.2
1051,louis+c.k.+live+at+the+beacon+theater+2011,5.0,5.0,8.1
1052,louis+c.k.+oh+my+god+2013,5.0,5.0,7.7
1053,loutremangeur+2002,4.0,5.0,8.0
1054,love+and+honor+2013,3.5,4.0,5.8
1055,love+comes+softly+2003,2.0,3.0,6.2
1056,love+ghost+2001,4.0,4.0,5.8
1057,love+is+strange+2014,3.0,3.5,6.4
1058,love+letter+1995,4.0,3.0,7.9
1059,love+meetings+1965,4.0,4.0,7.9
1060,love+valour+compassion+1997,4.333333333333333,4.0,5.7
1061,love+wrecked+2005,2.0,3.0,4.8
1062,lovers+of+the+arctic+circle+1998,4.0,3.0,7.1
1063,luca_+luca+2003,3.0,3.0,6.3
1064,lucas+1986,4.0,3.0,6.4
1065,lucy+2014,4.0,4.0,6.3
1066,lune+froide+1991,5.0,4.0,7.5
1067,lupin+the+3rd+2014,4.0,4.0,5.6
1068,lust_+caution+2007,3.5,4.0,6.8
1069,luxo+jr.+1986,3.5,5.0,7.1
1070,macario+1960,3.0,3.0,7.3
1071,macgyver+lost+treasure+of+atlantis+1994,3.0,3.0,5.6
1072,machete+maidens+unleashed+2010,3.0,3.0,6.9
1073,machine+gun+mccain+1969,4.0,3.0,7.3
1074,machine+gun+preacher+2011,4.0,4.0,6.4
1075,magic+in+the+moonlight+2014,4.0,3.0,6.5
1076,magnificent+warriors+1987,3.0,3.0,6.3
1077,making+love+1982,4.0,3.0,4.9
1078,maleficent+2014,3.5454545454545454,3.533333333333333,7.0
1079,malice+in+wonderland+2009,3.6666666666666665,4.0,5.6
1080,man+of+aran+1934,4.0,5.0,7.0
1081,man+with+a+movie+camera+1929,4.0,3.0,8.1
1082,mandela+long+walk+to+freedom+2013,4.0,4.0,6.5
1083,manhattan+murder+mystery+1993,3.0,3.0,7.1
1084,maniacts+2001,1.0,4.0,6.5
1085,manson+1973,4.0,3.0,5.9
1086,march+of+the+penguins+2005,4.0,3.0,6.9
1087,margaret+cho+assassin+2005,4.0,4.0,7.0
1088,margaret+cho+notorious+c.h.o.+2002,3.0,5.0,4.0
1089,margin+call+2011,3.0,4.0,6.7
1090,marina+abramovi+the+artist+is+present+2012,3.0,3.0,7.5
1091,martin+1978,3.0,5.0,7.0
1092,marvel+one-shot+item+47+2012,4.0,3.5,6.6
1093,mary+and+max+2009,4.0,5.0,7.8
1094,masculin+fminin+1966,4.0,3.3333333333333335,7.6
1095,mask+1985,2.5,4.0,7.0
1096,massacre+at+central+high+1976,4.0,3.6666666666666665,6.3
1097,master+and+commander+the+far+side+of+the+world+2003,3.642857142857143,3.5,6.9
1098,mater+and+the+ghostlight+2006,3.0,4.0,6.2
1099,mauvais+sang+1986,3.0,4.0,6.9
1100,maverick+1994,3.0,3.0,6.6
1101,max+2002,4.0,3.0,6.2
1102,maximum+conviction+2012,4.0,5.0,4.8
1103,maya+lin+a+strong+clear+vision+1995,4.0,4.0,0.0
1104,mayerling+1936,3.5,4.0,7.3
1105,me+and+you+and+everyone+we+know+2005,5.0,3.0,7.0
1106,me+without+you+2001,4.0,5.0,7.1
1107,mediterraneo+1991,4.0,4.0,7.4
1108,meet+joe+black+1998,2.5,3.0,6.9
1109,megamind+2010,3.782608695652174,4.133333333333334,6.7
1110,melody+time+1948,3.0,4.0,6.3
1111,melvin+goes+to+dinner+2003,3.0,5.0,3.8
1112,memento+2000,4.0,4.0,8.1
1113,memories+of+murder+2003,4.25,4.0,7.9
1114,men+in+black+1997,3.6875,3.857142857142857,6.9
1115,men+in+black+ii+2002,3.2,3.0,6.1
1116,mercredi_+folle+journe++2001,4.0,3.0,6.5
1117,merry+christmas_+mr.+lawrence+1983,3.5,4.0,7.4
1118,merry+madagascar+2009,3.0,2.0,6.3
1119,metal+a+headbangers+journey+2005,4.333333333333333,4.0,7.8
1120,metallica+through+the+never+2013,3.0,3.0,6.7
1121,metropia+2009,3.5,4.0,6.3
1122,metropolis+1927,5.0,5.0,8.0
1123,metropolitan+1990,4.0,4.5,7.0
1124,michael+1996,3.0,3.0,5.5
1125,mickey_+donald_+goofy+the+three+musketeers+2004,3.1875,3.25,6.3
1126,midnight+clear+2006,4.0,3.0,0.0
1127,midnight+in+the+garden+of+good+and+evil+1997,3.0,3.0,6.3
1128,midnight+run+1988,5.0,4.0,7.2
1129,mifune+1999,3.0,3.0,6.8
1130,miguel+and+william+2007,4.0,3.0,5.0
1131,mike+birbiglia+my+girlfriends+boyfriend+2013,3.0,3.0,8.1
1132,million+dollar+baby+2004,4.0,3.0,7.7
1133,mina+tannenbaum+1994,4.0,4.0,4.8
1134,mind+game+2004,3.5,4.0,8.0
1135,miracle+2004,4.0,4.0,7.0
1136,miracle+in+cell+no.+7+2013,4.0,4.0,8.0
1137,miracle+in+milan+1951,4.0,4.0,7.0
1138,miracle+on+34th+street+1947,4.0,4.0,7.4
1139,mirror+1975,4.0,3.0,7.8
1140,mirror+mirror+2012,3.25,2.0,5.5
1141,misconception+2014,4.0,3.0,0.0
1142,miss+bala+2011,4.0,4.0,6.2
1143,miss+nobody+2010,4.0,3.5,4.3
1144,mission+to+moscow+1943,3.0,3.0,4.0
1145,mississippi+grind+2015,4.0,3.0,5.9
1146,moby+dick+1956,4.0,3.0,6.9
1147,modern+times+1936,5.0,5.0,8.1
1148,modulations+1998,3.5,4.0,8.5
1149,mommy+2014,3.5,3.0,8.2
1150,moneyball+2011,5.0,4.0,7.0
1151,monsieur++hulots+holiday+1953,4.0,5.0,7.3
1152,monsieur+vincent+1947,4.0,3.5,6.4
1153,monster+2008,3.6666666666666665,3.0,1.7
1154,monsters+university+2013,4.0,3.0,7.0
1155,monsters_+inc.+2001,4.0227272727272725,4.08,7.5
1156,montana+1950,3.0,3.0,4.8
1157,monty+python+and+the+holy+grail+1975,4.15625,4.2727272727272725,7.8
1158,moolaad+2004,3.0,5.0,5.9
1159,moomins+on+the+riviera+2014,4.0,3.0,5.8
1160,moonraker+1979,4.0,4.0,5.9
1161,moonrise+1948,3.0,4.0,4.8
1162,moonrise+kingdom+2012,4.0,4.0,7.6
1163,moonstruck+1987,4.0,3.6666666666666665,6.7
1164,morning+glory+2010,3.5,4.0,6.1
1165,morning+patrol+1987,3.0,4.0,6.1
1166,moscow+does+not+believe+in+tears+1980,4.0,4.0,7.9
1167,mouchette+1967,3.6666666666666665,4.0,7.3
1168,movie+crazy+1932,2.3333333333333335,4.0,4.7
1169,mozart+and+the+whale+2005,4.0,2.0,6.5
1170,mr.++mrs.+smith+2005,3.75,3.2,6.5
1171,mr.+bones+2+back+from+the+past+2008,4.0,4.0,5.1
1172,mr.+smith+goes+to+washington+1939,4.0,4.0,7.9
1173,much+ado+about+nothing+2012,4.0,4.0,7.1
1174,mulan+1998,3.7666666666666666,3.9411764705882355,7.6
1175,mulan+rise+of+a+warrior+2009,3.0,3.0,6.9
1176,mumford+1999,3.0,4.0,6.3
1177,munich+2005,3.25,3.5,7.0
1178,muppet+treasure+island+1996,3.0,3.0,6.5
1179,murder+at+the+gallop+1963,3.0,3.5,6.3
1180,murder+by+decree+1979,3.0,4.0,6.5
1181,murder+she+said+1961,5.0,4.0,7.0
1182,murder_+he+says+1945,3.0,4.0,4.0
1183,murder_+my+sweet+1944,4.0,5.0,7.2
1184,music+in+the+air+1934,3.0,3.0,0.0
1185,must+have+been+love+2012,3.0,1.0,7.5
1186,my+apprenticeship+1939,3.0,3.0,5.0
1187,my+awkward+sexual+adventure+2012,5.0,4.0,5.6
1188,my+blue+heaven+1950,3.0,3.0,0.0
1189,my+darling+clementine+1946,3.6666666666666665,5.0,7.5
1190,my+fake+fiance+2009,2.0,4.0,5.6
1191,my+father+and+my+son+2005,4.0,3.0,7.8
1192,my+fathers+glory+1990,5.0,3.5,7.7
1193,my+first+mister+2001,4.0,3.0,6.4
1194,my+girlfriend+is+an+agent+2009,3.0,3.0,6.3
1195,my+life+as+a+dog+1985,4.333333333333333,4.0,7.3
1196,my+life+without+me+2003,4.0,4.0,7.2
1197,my+little+pony+equestria+girls+2013,3.0,3.0,7.1
1198,my+man+godfrey+1957,4.0,4.0,6.4
1199,my+mothers+castle+1990,3.6666666666666665,5.0,7.4
1200,my+neighbor+totoro+1988,4.202898550724638,4.0,8.0
1201,my+neighbors+the+yamadas+1999,3.0,4.0,7.0
1202,my+week+with+marilyn+2011,3.5,4.0,6.6
1203,mysterious+skin+2004,4.5,3.5,7.4
1204,mystery+street+1950,4.0,3.0,6.2
1205,mystery+train+1989,4.0,3.0,7.0
1206,nausica+of+the+valley+of+the+wind+1984,4.113636363636363,3.7142857142857144,7.7
1207,nebraska+2013,3.5,3.0,7.4
1208,ned+kelly+2003,3.0,3.0,6.1
1209,neighbors+1981,3.0,3.0,5.2
1210,neil+young+heart+of+gold+2006,4.0,3.5,8.2
1211,neil+young+journeys+2012,3.0,3.0,7.5
1212,nelly+and+monsieur+arnaud+1996,4.0,4.0,7.1
1213,neurons+to+nirvana+2013,3.0,4.0,8.3
1214,never+say+never+again+1983,3.5833333333333335,3.0,5.8
1215,new+jersey+drive+1995,4.0,5.0,6.9
1216,new+york+confidential+1955,4.0,4.0,4.4
1217,news+from+a+personal+war+1999,3.0,4.0,6.5
1218,newsies+1992,2.0,4.0,6.2
1219,night+and+the+city+1950,4.5,3.0,7.6
1220,night+catches+us+2010,4.0,4.0,3.9
1221,night+of+the+demon+1957,5.0,4.0,6.9
1222,night+of+the+living+dead+1968,3.0,3.0,7.5
1223,night+passage+1957,3.0,2.0,5.7
1224,nightcrawler+2014,4.03125,3.7,7.6
1225,nights+of+cabiria+1957,4.0,4.0,7.9
1226,nine+queens+2000,4.0,4.0,7.4
1227,ninette+2005,3.0,3.0,8.0
1228,no+country+for+old+men+2007,4.0,4.0,7.7
1229,no+highway+in+the+sky+1951,4.0,3.0,5.9
1230,no+man+of+her+own+1932,3.0,4.0,3.5
1231,no+mercy+1986,4.0,3.0,5.7
1232,nobody+knows+2004,4.0,4.333333333333333,7.8
1233,nobody+loves+me+1994,4.0,4.0,5.1
1234,nobody+will+speak+of+us+when+were+dead+1995,4.0,3.0,7.4
1235,nocturna+2007,3.0,4.0,5.5
1236,noises+off...+1992,4.4,4.0,7.0
1237,noras+will+2008,4.0,2.0,7.3
1238,north+2009,4.0,4.0,6.2
1239,north+by+northwest+1959,4.0,4.0,7.8
1240,north+sea+texas+2011,4.0,4.0,6.9
1241,north+star+1996,4.0,3.0,5.2
1242,northern+soul+2014,3.0,3.0,5.1
1243,nostalgia+1983,5.0,3.5,7.5
1244,nostalgia+for+the+light+2010,5.0,3.0,7.8
1245,not+one+less+1999,3.0,4.0,7.5
1246,nothing+but+the+truth+2008,4.5,4.0,6.9
1247,novocaine+2001,4.0,2.0,6.0
1248,now+and+forever+1934,3.0,3.0,5.0
1249,now+where+did+the+seventh+company+get+to+1973,3.0,3.0,7.1
1250,nowhere+in+africa+2001,3.6666666666666665,4.0,7.0
1251,o+amor+natural+1996,3.0,3.0,8.0
1252,oceans+eleven+2001,3.9583333333333335,4.0,7.2
1253,october+ten+days+that+shook+the+world+1928,4.0,4.0,6.5
1254,odd+man+out+1947,4.0,4.0,7.3
1255,odd+obsession+1959,3.0,3.0,5.8
1256,odds+and+evens+1978,4.0,3.0,7.0
1257,oldboy+2003,4.0,4.0,8.0
1258,on+guard+1997,3.5,4.0,6.5
1259,on+the+outs+2004,4.0,4.0,5.9
1260,on+the+waterfront+1954,4.333333333333333,3.5,8.0
1261,once+upon+a+time+in+china+iii+1993,4.0,3.0,6.7
1262,once+upon+a+time+in+the+west+1968,4.5,3.0,8.1
1263,once+were+warriors+1994,4.0,4.0,7.6
1264,one+day+in+september+1999,4.0,4.0,7.3
1265,one+flew+over+the+cuckoos+nest+1975,4.3023255813953485,4.319444444444445,8.3
1266,one+hundred+and+one+dalmatians+1961,3.6666666666666665,3.5,6.8
1267,one+man+band+2005,4.0,4.0,7.2
1268,one+night+in+mongkok+2004,3.5,3.0,6.9
1269,one+on+one+1977,5.0,4.0,4.8
1270,one+small+hitch+2013,3.0,4.0,6.5
1271,one+step+ahead+of+my+shadow+1933,4.0,3.0,0.0
1272,one+true+thing+1998,3.5,4.0,6.2
1273,one+week+2008,4.0,4.0,6.9
1274,one_+two_+three_+sun+1993,3.0,3.0,5.6
1275,ong-bak+the+thai+warrior+2003,3.6315789473684212,4.0,7.0
1276,onibaba+1964,4.0,4.0,7.6
1277,only+the+young+2012,3.0,4.0,7.5
1278,open+your+eyes+1997,4.25,4.0,7.4
1279,ordet+1955,5.0,4.666666666666667,7.8
1280,ouija+2014,3.0,2.0,4.9
1281,our+daily+bread+2006,4.0,4.0,8.0
1282,our+music+2004,3.0,3.0,6.2
1283,our+summer+in+provence+2014,3.5,3.0,6.5
1284,out+of+the+blue+1980,4.0,4.0,6.5
1285,over+the+hedge+2006,4.0,3.0,6.3
1286,oyster+farmer+2005,3.0,3.0,6.3
1287,pajczarki+,4.0,3.0,0.0
1288,pale+flower+1964,4.0,4.0,6.6
1289,pale+rider+1985,4.0,4.0,7.0
1290,palindromes+2004,3.5,3.0,6.5
1291,palms+1994,3.5,5.0,8.1
1292,pan+tadeusz+1999,4.0,3.0,5.3
1293,pandoras+box+1929,4.0,3.0,7.6
1294,pandorum+2009,2.0,4.0,6.5
1295,paper+planes+2014,4.0,2.0,6.0
1296,paperman+2012,4.5,3.0,8.0
1297,papillon+1973,3.5,4.0,7.8
1298,parallels+2015,4.0,4.0,6.2
1299,parting+glances+1986,4.0,4.0,5.2
1300,past+midnight+1991,4.0,2.6666666666666665,6.3
1301,pather+panchali+1955,4.0,4.0,7.9
1302,pathology+2008,3.0,3.0,5.6
1303,patience+after+sebald+2012,3.0,4.0,5.0
1304,patlabor+the+movie+1989,4.0,5.0,6.6
1305,paul+williams+still+alive+2011,4.0,3.0,6.2
1306,payback+1999,3.6,4.0,6.7
1307,peggy+sue+got+married+1986,2.0,3.0,5.9
1308,penguins+of+madagascar+2014,3.5384615384615383,3.2857142857142856,6.5
1309,pentimento+1979,4.0,3.0,7.4
1310,percy+jackson++the+olympians+the+lightning+thief+2010,3.4,4.0,6.0
1311,perfect+blue+1997,4.0,4.0,7.9
1312,performance+1970,3.0,4.25,6.9
1313,perils+of+the+sentimental+swordsman+1982,3.0,4.0,4.8
1314,persona+non+grata+2005,3.0,3.0,5.0
1315,peter+pan+1953,3.6538461538461537,3.6666666666666665,7.0
1316,phantom+of+the+opera+1943,4.0,3.0,5.6
1317,pharaohs+curse+1957,3.0,4.0,4.4
1318,phoenix+2014,3.5,4.0,6.4
1319,pi+1998,4.0,5.0,7.1
1320,picnic+1955,4.0,3.0,6.7
1321,picture+this+2008,3.5,4.0,5.4
1322,pieta+2012,4.0,3.0,6.9
1323,piggy+2012,3.0,4.0,5.2
1324,pink+floyd+the+wall+1982,3.0,4.0,7.7
1325,pinocchio+1940,3.6363636363636362,3.6,6.9
1326,pippi+in+the+south+seas+1970,3.0,3.0,7.0
1327,pippi+on+the+run+1970,3.5,4.0,6.7
1328,pirates+of+the+caribbean+at+worlds+end+2007,3.7857142857142856,3.5,6.9
1329,pirates+of+the+caribbean+dead+mans+chest+2006,3.466666666666667,3.25,7.0
1330,pirates+of+the+caribbean+on+stranger+tides+2011,3.5,3.3333333333333335,6.4
1331,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4.054054054054054,4.181818181818182,7.5
1332,pitch+perfect+2012,3.5,4.0,7.3
1333,place+vendome+1998,4.0,5.0,6.3
1334,platinum+blonde+1931,4.0,4.0,6.0
1335,playing+the+victim+2006,4.0,4.0,5.5
1336,please+give+2010,3.6666666666666665,4.0,6.0
1337,police+story+2+1988,3.0,5.0,6.9
1338,polisse+2011,4.0,4.0,7.9
1339,pom+poko+1994,4.25,4.0,7.2
1340,pontypool+2009,3.0,3.0,6.6
1341,ponyo+2008,3.978723404255319,3.8461538461538463,7.5
1342,poppy+shakespeare+2008,3.0,4.0,0.0
1343,porco+rosso+1992,3.6666666666666665,4.0,7.6
1344,pork+chop+hill+1959,3.0,4.0,6.4
1345,possession+2002,3.0,4.0,6.5
1346,poultrygeist+night+of+the+chicken+dead+2006,3.0,3.0,5.9
1347,powaqqatsi+1988,4.0,4.5,7.4
1348,power+and+terror+noam+chomsky+in+our+times+2002,4.0,5.0,5.0
1349,predator+1987,3.7058823529411766,3.6,7.3
1350,predestination+2014,3.5,4.0,7.3
1351,pressure+point+1962,4.0,2.0,6.9
1352,presto+2008,3.5,4.333333333333333,8.0
1353,pride++prejudice+2005,4.0,5.0,7.8
1354,priest+2011,4.0,3.0,5.4
1355,princess+mononoke+1997,4.0508474576271185,4.0,8.2
1356,print+the+legend+2014,3.0,4.0,7.1
1357,project+a+ii+1987,4.25,3.5,6.6
1358,project+nim+2011,4.0,5.0,6.8
1359,prom+night+in+mississippi+2009,4.0,3.0,8.3
1360,promises+2001,4.0,4.5,7.6
1361,protektor+2009,4.0,3.5,5.1
1362,pulp+fiction+1994,4.380952380952381,4.289424860853432,8.3
1363,puncture+2011,3.3333333333333335,3.0,6.5
1364,purgatory+1999,4.0,2.0,4.4
1365,pursued+1947,3.0,3.0,6.2
1366,pursuit+to+algiers+1945,3.0,4.0,6.6
1367,pusher+ii+with+blood+on+my+hands+2004,3.0,4.0,7.2
1368,quai+des+orfvres+1947,4.333333333333333,4.0,7.8
1369,quantum+of+solace+2008,3.5555555555555554,3.25,6.1
1370,quicksilver+highway+1997,4.0,3.0,4.5
1371,quills+2000,4.0,4.0,6.8
1372,r100+2013,4.0,3.0,5.4
1373,rabbit+hole+2010,3.0,3.0,6.8
1374,radioactive+dreams+1986,3.5,4.0,6.0
1375,rafa+2012,3.0,4.0,6.6
1376,raging+bull+1980,3.3333333333333335,5.0,7.7
1377,ragnarok+2013,3.5,3.0,5.7
1378,ragtime+1981,4.0,3.5,6.7
1379,raiders+of+the+lost+ark+1981,4.343283582089552,4.304347826086956,7.7
1380,raising+victor+vargas+2002,4.0,5.0,7.8
1381,random+harvest+1942,5.0,4.0,6.7
1382,rapid+fire+1992,3.0,3.0,6.2
1383,rapture+1979,5.0,3.0,5.9
1384,rashomon+1950,4.25,3.5,8.0
1385,ratatouille+2007,4.0212765957446805,4.0,7.5
1386,real+life+1979,4.0,3.0,6.1
1387,rebels+of+the+neon+god+1993,4.0,4.0,7.3
1388,recount+2008,4.0,4.0,6.6
1389,red+desert+1964,5.0,3.5,7.4
1390,red+dog+2011,3.5,4.0,7.1
1391,red+dust+1932,3.6666666666666665,4.5,7.2
1392,red+heat+1988,3.0,4.0,5.8
1393,red+psalm+1972,4.0,4.0,5.6
1394,red+sorghum+1987,3.6666666666666665,3.5,7.0
1395,red+state+2011,4.0,4.0,5.9
1396,redbelt+2008,4.0,3.0,6.4
1397,reel+bad+arabs+how+hollywood+vilifies+a+people+2006,4.0,4.0,5.9
1398,rembrandt+1936,4.0,4.0,6.5
1399,remember+the+titans+2000,3.6666666666666665,5.0,7.4
1400,repentance+1984,3.0,2.0,6.4
1401,repo+men+2010,4.0,4.0,6.2
1402,repo+the+genetic+opera+2008,2.0,3.0,6.7
1403,report+to+the+commissioner+1975,4.0,4.0,6.7
1404,reservoir+dogs+1992,4.071428571428571,3.9375,8.1
1405,respiro+2002,4.0,4.0,6.3
1406,restless+2011,5.0,4.0,6.3
1407,restoration+1995,4.0,2.0,6.3
1408,return+of+the+jedi+1983,4.0,4.0,7.9
1409,return+to+homs+2013,4.0,4.0,7.4
1410,return+to+me+2000,4.0,4.0,6.1
1411,return+to+paradise+1998,4.0,4.5,6.5
1412,return+to+the+36th+chamber+1980,4.0,3.0,6.8
1413,revenge+for+jolly+2012,3.0,3.0,4.7
1414,reversal+of+fortune+1990,2.0,4.0,6.6
1415,reykjavik+whale+watching+massacre+2009,4.0,3.0,5.5
1416,rich+and+famous+1981,3.0,3.0,4.9
1417,richard+pryor+live+on+the+sunset+strip+1982,3.6666666666666665,4.0,7.7
1418,ricomincio+da+tre+1981,4.0,3.0,7.5
1419,ride+lonesome+1959,4.0,3.0,6.0
1420,ride+with+the+devil+1999,3.0,3.0,6.6
1421,riding+in+cars+with+boys+2001,3.0,4.0,6.5
1422,rififi+1955,4.0,3.0,7.7
1423,riki-oh+the+story+of+ricky+1991,3.0,5.0,6.8
1424,ringu+1998,3.0,2.0,6.9
1425,rio+rita+1942,3.0,4.0,7.1
1426,rivers+edge+1986,4.0,4.0,6.7
1427,robot++frank+2012,4.5,3.6666666666666665,6.8
1428,robot+carnival+1987,4.0,3.0,6.9
1429,robots+2005,3.6666666666666665,3.0,6.0
1430,rocco+and+his+brothers+1960,4.0,5.0,7.7
1431,rocks+in+my+pockets+2014,5.0,3.0,9.4
1432,role+models+2008,4.0,4.0,6.4
1433,roman+2006,4.0,3.5,5.3
1434,roman+holiday+1953,4.0,4.0,7.8
1435,romance+in+manhattan+1935,3.0,3.0,3.3
1436,rome_+open+city+1945,4.333333333333333,4.333333333333333,7.9
1437,romeo++juliet+2013,3.0,3.0,6.6
1438,romeo+must+die+2000,4.0,5.0,6.0
1439,ronin+1998,4.0,3.0,6.8
1440,room+in+rome+2010,3.0,4.0,5.6
1441,rosetta+1999,4.0,5.0,7.2
1442,rough+riders+1997,3.0,4.0,4.1
1443,ruby++quentin+2003,4.0,3.5,6.7
1444,ruby+red+2013,3.5,4.0,6.6
1445,ruggles+of+red+gap+1935,4.0,4.0,5.1
1446,rumble+fish+1983,4.0,3.0,6.8
1447,running+scared+1986,2.0,3.0,6.4
1448,rush+2013,4.0,3.0,7.7
1449,rush+hour+1998,4.0,4.0,6.8
1450,russell+peters+the+green+card+tour+2011,4.0,3.0,6.7
1451,russian+dolls+2005,4.0,4.0,6.8
1452,russian+roulette+1975,3.0,3.0,5.0
1453,saboteur+1942,4.0,4.0,6.8
1454,sabrina+1954,3.8,3.5,7.4
1455,safe+1995,4.0,4.0,7.2
1456,safe+haven+2013,4.0,3.0,6.9
1457,safety+not+guaranteed+2012,3.0,4.0,6.8
1458,sal_+or+the+120+days+of+sodom+1975,3.375,2.6666666666666665,6.4
1459,salmon+fishing+in+the+yemen+2011,4.5,3.0,6.3
1460,salvador+1986,4.0,5.0,7.0
1461,samaritan+girl+2004,3.0,4.0,6.9
1462,samouras+2002,3.0,3.0,2.6
1463,samurai+i+musashi+miyamoto+1954,3.5,5.0,7.4
1464,samurai+iii+duel+at+ganryu+island+1956,4.5,4.0,7.4
1465,samurai+rebellion+1967,4.0,5.0,7.9
1466,sanjuro+1962,4.5,3.0,7.8
1467,saraband+2003,4.0,4.0,6.3
1468,sarahs+key+2010,4.0,3.0,7.2
1469,saratoga+1937,3.0,3.0,6.5
1470,saved+2004,3.6666666666666665,4.0,6.3
1471,saving+general+yang+2013,3.5,2.0,6.1
1472,saving+mr.+banks+2013,3.5,4.0,7.3
1473,saving+private+ryan+1998,4.230769230769231,4.222222222222222,7.9
1474,saw+2004,3.0,3.0,7.2
1475,sawdust+and+tinsel+1953,4.5,4.0,7.3
1476,say+it+isnt+so+2001,2.0,3.0,4.8
1477,scanners+iii+the+takeover+1992,4.0,3.0,3.9
1478,scaramouche+1952,3.0,4.0,6.9
1479,scarface+1983,3.903225806451613,3.6,8.0
1480,scarlet+street+1945,4.4,5.0,7.7
1481,schizopolis+1996,3.5,4.0,6.4
1482,school+for+scoundrels+1960,4.0,3.0,6.6
1483,scooby-doo+and+the+witchs+ghost+1999,3.5,3.0,7.2
1484,scooby-doo+wrestlemania+mystery+2014,4.0,3.0,6.4
1485,scoop+2006,4.0,4.0,6.4
1486,scorpio+rising+1964,3.0,4.0,7.4
1487,se7en+1995,4.225806451612903,4.181818181818182,8.1
1488,seas+beneath+1931,3.0,4.0,7.0
1489,secretariat+2010,5.0,4.0,6.8
1490,secretary+2002,4.0,5.0,6.8
1491,secrets++lies+1996,4.0,4.0,7.1
1492,seize+the+day+1986,3.0,4.0,5.8
1493,senna+2010,5.0,5.0,8.1
1494,sergeant+york+1941,3.5,3.5,7.1
1495,seven+chances+1925,4.25,3.75,7.3
1496,seven+days+2010,4.0,4.5,6.2
1497,seven+minutes+2009,4.0,4.0,4.3
1498,seven+samurai+1954,4.3428571428571425,4.326530612244898,8.2
1499,seven+up+1964,4.666666666666667,4.0,7.5
1500,seventh+son+2014,2.9166666666666665,3.5,5.2
1501,sex_+party+and+lies+2009,3.0,4.0,4.0
1502,sexmission+1984,4.5,4.0,7.4
1503,sexual+predator+2001,3.0,2.0,5.3
1504,shadowing+the+third+man+2004,3.0,4.0,0.0
1505,shadowlands+1993,3.5,3.0,6.8
1506,shaft+2000,3.0,3.0,5.5
1507,shake+hands+with+the+devil+2007,4.5,5.0,7.0
1508,shakespeare+wallah+1965,4.0,4.0,5.0
1509,shame+1968,4.5,4.0,7.6
1510,shane+1953,4.0,4.0,7.3
1511,shark+tale+2004,3.0,3.6,5.8
1512,sharktopus+vs+pteracuda+2014,3.0,3.0,4.2
1513,shaun+of+the+dead+2004,5.0,5.0,7.5
1514,she+and+her+cat+their+standing+points+1999,3.5,4.0,6.3
1515,she+wore+a+yellow+ribbon+1949,4.0,4.0,7.1
1516,sherlock+holmes+2009,3.0,4.5,7.0
1517,sherlock_+jr.+1924,4.0,5.0,8.1
1518,shes+out+of+my+league+2010,4.0,3.0,5.9
1519,shockproof+1949,3.0,4.0,6.2
1520,sholay+1975,4.0,4.0,6.9
1521,shooting+dogs+2006,4.0,4.0,7.5
1522,shrek+2+2004,4.0,3.875,6.7
1523,shrek+2001,4.0,3.9166666666666665,7.3
1524,shrek+forever+after+2010,3.230769230769231,4.0,6.0
1525,shutter+2004,3.0,3.5,6.8
1526,shutter+island+2010,4.0,4.076923076923077,7.8
1527,shy+people+1987,4.0,3.0,6.0
1528,sick+the+life+and+death+of+bob+flanagan_+supermasochist+1997,3.0,3.0,5.9
1529,silent+movie+1976,4.0,3.0,6.7
1530,silent+running+1972,3.0,4.0,6.2
1531,silverado+1985,4.0,5.0,7.1
1532,simon+of+the+desert+1965,4.0,4.5,7.8
1533,simple+simon+2010,4.0,5.0,7.6
1534,sing+your+song+2012,4.0,3.0,7.5
1535,sissi+the+young+empress+1956,3.5,3.0,7.0
1536,six+ways+to+sunday+1997,3.0,3.0,6.1
1537,six-string+samurai+1998,4.0,5.0,5.8
1538,sixteen+candles+1984,3.787878787878788,3.6666666666666665,6.9
1539,skeleton+crew+2009,2.0,4.0,4.1
1540,skidoo+1968,4.0,3.0,4.8
1541,skipped+parts+2000,4.0,4.0,6.5
1542,skyfall+2012,5.0,5.0,6.9
1543,skylark+1941,3.0,3.0,6.8
1544,slacker+1990,3.0,3.5,6.4
1545,sleeping+beauty+1959,3.761904761904762,3.466666666666667,6.8
1546,sleepless+in+seattle+1993,3.0,3.0,6.5
1547,sleuth+1972,4.5,3.0,7.5
1548,sling+blade+1996,4.0,4.0,7.4
1549,slither+1973,3.0,3.5,4.2
1550,smiley+face+2007,3.0,3.0,6.3
1551,smileys+people+1982,3.0,4.0,8.0
1552,smokers+only+2002,4.0,3.0,5.0
1553,snow+white+and+the+huntsman+2012,2.0,4.0,5.8
1554,snow+white+and+the+seven+dwarfs+1937,3.838709677419355,3.8,6.9
1555,snowball+express+1972,3.5,3.5,6.3
1556,snowpiercer+2013,3.5625,3.0,6.7
