timestamp,userid,movieid,minute_watched
1698607382185836642,2023-10-29T15:23:02,546418,the+lord+of+the+rings+the+two+towers+2002,21
1698607382185828514,2023-10-29T15:23:02,426749,brave+2012,37
1698607382185822747,2023-10-29T15:23:02,374540,my+neighbor+totoro+1988,31
1698607382185818323,2023-10-29T15:23:02,286464,pulp+fiction+1994,67
1698607382185687012,2023-10-29T15:23:02,566265,chaos+2001,29
1698607382185678787,2023-10-29T15:23:02,191826,the+lord+of+the+rings+the+two+towers+2002,134
1698607382185668538,2023-10-29T15:23:02,83288,ice+age+2002,16
1698607382185643732,2023-10-29T15:23:02,397566,back+to+the+future+1985,67
1698607382184077470,2023-10-29T15:23:02,388095,whiplash+2014,89
1698607382183989634,2023-10-29T15:23:02,547387,pulp+fiction+1994,31
1698607382183985302,2023-10-29T15:23:02,173880,a+passage+to+india+1984,39
1698607382182549617,2023-10-29T15:23:02,25952,my+neighbor+totoro+1988,42
1698607382182543597,2023-10-29T15:23:02,384419,the+lord+of+the+rings+the+two+towers+2002,41
1698607382179591907,2023-10-29T15:23:02,252272,the+lord+of+the+rings+the+two+towers+2002,33
1698607382178666501,2023-10-29T15:23:02,25097,pulp+fiction+1994,66
1698607382178651482,2023-10-29T15:23:02,458804,the+avengers+2012,18
1698607382178646174,2023-10-29T15:23:02,459825,whiplash+2014,35
1698607382178642124,2023-10-29T15:23:02,73627,volver+2006,43
1698607382178638032,2023-10-29T15:23:02,377068,pulp+fiction+1994,42
1698607382178522375,2023-10-29T15:23:02,31176,my+neighbor+totoro+1988,51
1698607382178517604,2023-10-29T15:23:02,507794,the+lord+of+the+rings+the+two+towers+2002,15
1698607382178511393,2023-10-29T15:23:02,475252,the+imitation+game+2014,84
1698607382178507838,2023-10-29T15:23:02,211678,the+lord+of+the+rings+the+two+towers+2002,38
1698607382175388600,2023-10-29T15:23:02,482214,taxidermia+2006,33
1698607382175333458,2023-10-29T15:23:02,217157,the+lord+of+the+rings+the+two+towers+2002,49
1698607382174166651,2023-10-29T15:23:02,437094,the+incredibles+2004,115
1698607382174160567,2023-10-29T15:23:02,191449,the+portrait+of+a+lady+1996,136
1698607382173904720,2023-10-29T15:23:02,473093,the+lord+of+the+rings+the+two+towers+2002,162
1698607382173851014,2023-10-29T15:23:02,373188,interstellar+2014,40
1698607382172198261,2023-10-29T15:23:02,555227,the+lord+of+the+rings+the+two+towers+2002,34
1698607382172174784,2023-10-29T15:23:02,280211,the+lord+of+the+rings+the+return+of+the+king+2003,14
1698607382171131867,2023-10-29T15:23:02,492655,the+lord+of+the+rings+the+two+towers+2002,175
1698607382170992887,2023-10-29T15:23:02,127607,the+jungle+book+1967,61
1698607382170941648,2023-10-29T15:23:02,298055,saving+private+ryan+1998,56
1698607382169669599,2023-10-29T15:23:02,332951,the+lord+of+the+rings+the+return+of+the+king+2003,17
1698607382169664235,2023-10-29T15:23:02,183105,the+lord+of+the+rings+the+two+towers+2002,59
1698607382169658773,2023-10-29T15:23:02,576120,dream+house+2011,40
1698607382167987458,2023-10-29T15:23:02,232182,the+lord+of+the+rings+the+return+of+the+king+2003,69
1698607382167982767,2023-10-29T15:23:02,224862,gladiator+2000,72
1698607382166445598,2023-10-29T15:23:02,77976,the+lord+of+the+rings+the+two+towers+2002,11
1698607382166435529,2023-10-29T15:23:02,502126,the+lord+of+the+rings+the+return+of+the+king+2003,119
1698607382166429136,2023-10-29T15:23:02,545991,one+flew+over+the+cuckoos+nest+1975,56
1698607382166422849,2023-10-29T15:23:02,581182,goyas+ghosts+2006,92
1698607382166406945,2023-10-29T15:23:02,118745,one+flew+over+the+cuckoos+nest+1975,11
1698607382165668727,2023-10-29T15:23:02,70452,the+lord+of+the+rings+the+two+towers+2002,178
1698607382162101636,2023-10-29T15:23:02,377702,interstellar+2014,78
1698607382162054657,2023-10-29T15:23:02,150283,face+to+face+1976,30
1698607382162011678,2023-10-29T15:23:02,13362,pulp+fiction+1994,43
1698607382162005073,2023-10-29T15:23:02,115627,the+inglorious+bastards+1978,22
1698607382161999638,2023-10-29T15:23:02,122896,the+dark+knight+rises+2012,133
1698607382161986062,2023-10-29T15:23:02,217901,whiplash+2014,52
1698607382161982062,2023-10-29T15:23:02,388581,the+lord+of+the+rings+the+return+of+the+king+2003,97
1698607382161979149,2023-10-29T15:23:02,288922,pulp+fiction+1994,9
1698607382161850939,2023-10-29T15:23:02,371175,the+lord+of+the+rings+the+return+of+the+king+2003,7
1698607382161846541,2023-10-29T15:23:02,454583,surfwise+2007,20
1698607382161842302,2023-10-29T15:23:02,464044,interstellar+2014,53
1698607382159596106,2023-10-29T15:23:02,422641,the+lord+of+the+rings+the+two+towers+2002,8
1698607382159592286,2023-10-29T15:23:02,295204,seven+samurai+1954,50
1698607382159455027,2023-10-29T15:23:02,76028,the+lord+of+the+rings+the+two+towers+2002,35
1698607382159450421,2023-10-29T15:23:02,386411,pulp+fiction+1994,126
1698607382157651021,2023-10-29T15:23:02,262999,the+lord+of+the+rings+the+two+towers+2002,107
1698607382157386380,2023-10-29T15:23:02,472209,the+lord+of+the+rings+the+return+of+the+king+2003,89
1698607382153916160,2023-10-29T15:23:02,102595,for+whom+the+bell+tolls+1943,9
1698607382151420029,2023-10-29T15:23:02,106610,the+lord+of+the+rings+the+return+of+the+king+2003,13
1698607382151411589,2023-10-29T15:23:02,260486,grease+1978,79
1698607382151377660,2023-10-29T15:23:02,268110,the+lord+of+the+rings+the+return+of+the+king+2003,73
1698607382151330339,2023-10-29T15:23:02,496888,whiplash+2014,43
1698607382151324734,2023-10-29T15:23:02,116456,humanit+1999,93
1698607382149085712,2023-10-29T15:23:02,231063,airplane+1980,54
1698607382149044030,2023-10-29T15:23:02,485670,one+flew+over+the+cuckoos+nest+1975,78
1698607382149035511,2023-10-29T15:23:02,569755,one+flew+over+the+cuckoos+nest+1975,19
1698607382149027246,2023-10-29T15:23:02,559825,the+lord+of+the+rings+the+two+towers+2002,86
1698607382149021735,2023-10-29T15:23:02,112499,the+lord+of+the+rings+the+two+towers+2002,30
1698607382148836503,2023-10-29T15:23:02,570120,the+lord+of+the+rings+the+return+of+the+king+2003,142
1698607382148823818,2023-10-29T15:23:02,520467,interstellar+2014,146
1698607382148816696,2023-10-29T15:23:02,546173,whiplash+2014,56
1698607382145998166,2023-10-29T15:23:02,12720,the+lord+of+the+rings+the+two+towers+2002,50
1698607382145875912,2023-10-29T15:23:02,314406,avatar+2009,98
1698607382145747127,2023-10-29T15:23:02,376112,the+lord+of+the+rings+the+return+of+the+king+2003,93
1698607382145563401,2023-10-29T15:23:02,216317,the+lord+of+the+rings+the+return+of+the+king+2003,51
1698607382145517549,2023-10-29T15:23:02,110598,the+lord+of+the+rings+the+return+of+the+king+2003,130
1698607382145502799,2023-10-29T15:23:02,60390,zatichi+and+the+doomed+man+1965,59
1698607382145492174,2023-10-29T15:23:02,236177,seven+samurai+1954,148
1698607382145481468,2023-10-29T15:23:02,580099,despicable+me+2+2013,94
1698607382145476532,2023-10-29T15:23:02,263851,pulp+fiction+1994,148
1698607382145463159,2023-10-29T15:23:02,41784,shrek+forever+after+2010,20
1698607382145062899,2023-10-29T15:23:02,318916,pulp+fiction+1994,119
1698607382144898815,2023-10-29T15:23:02,274132,the+eternal+1998,69
1698607382144887429,2023-10-29T15:23:02,173631,the+lord+of+the+rings+the+two+towers+2002,73
1698607382143375359,2023-10-29T15:23:02,425124,the+lord+of+the+rings+the+return+of+the+king+2003,62
1698607382142451577,2023-10-29T15:23:02,301609,topper+1937,84
1698607382135492313,2023-10-29T15:23:02,94426,harry+potter+and+the+order+of+the+phoenix+2007,13
1698607382135293028,2023-10-29T15:23:02,49596,the+lord+of+the+rings+the+two+towers+2002,32
1698607382131669538,2023-10-29T15:23:02,21360,alice+in+wonderland+2010,108
1698607382127261322,2023-10-29T15:23:02,116450,jules+and+jim+1962,8
1698607382127164510,2023-10-29T15:23:02,327360,capturing+the+friedmans+2003,53
1698607382127156202,2023-10-29T15:23:02,516258,pulp+fiction+1994,63
1698607382127130674,2023-10-29T15:23:02,506462,pulp+fiction+1994,118
1698607382127123664,2023-10-29T15:23:02,348678,the+covenant+2006,7
1698607382127115581,2023-10-29T15:23:02,514480,the+lord+of+the+rings+the+return+of+the+king+2003,100
1698607382127109107,2023-10-29T15:23:02,472610,muxmuschenstill+2004,90
1698607382127092830,2023-10-29T15:23:02,234656,the+dark+knight+2008,84
1698607382127087406,2023-10-29T15:23:02,113650,pulp+fiction+1994,60
1698607382127083841,2023-10-29T15:23:02,402889,the+lord+of+the+rings+the+two+towers+2002,111
1698607382127078700,2023-10-29T15:23:02,268360,the+lord+of+the+rings+the+return+of+the+king+2003,11
1698607382126694289,2023-10-29T15:23:02,145640,the+lord+of+the+rings+the+two+towers+2002,61
1698607382126688509,2023-10-29T15:23:02,530806,whiplash+2014,58
1698607382126681884,2023-10-29T15:23:02,508063,the+lord+of+the+rings+the+two+towers+2002,139
1698607382114577568,2023-10-29T15:23:02,158471,pulp+fiction+1994,7
1698607382114077319,2023-10-29T15:23:02,220924,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,83
1698607382107906209,2023-10-29T15:23:02,145758,the+lord+of+the+rings+the+two+towers+2002,91
1698607382107850060,2023-10-29T15:23:02,109685,apart+from+you+1933,55
1698607382107811925,2023-10-29T15:23:02,349867,one+flew+over+the+cuckoos+nest+1975,29
1698607382107637703,2023-10-29T15:23:02,141542,budz+house+2011,30
1698607382107625493,2023-10-29T15:23:02,312951,the+vanishing+1988,8
1698607382107595706,2023-10-29T15:23:02,24131,the+lord+of+the+rings+the+two+towers+2002,53
1698607382107587243,2023-10-29T15:23:02,503848,patriot+games+1992,30
1698607382107581346,2023-10-29T15:23:02,531025,interstellar+2014,106
1698607382107574707,2023-10-29T15:23:02,70144,pulp+fiction+1994,117
1698607382107334605,2023-10-29T15:23:02,249524,the+lord+of+the+rings+the+two+towers+2002,147
1698607382107323528,2023-10-29T15:23:02,529171,the+lord+of+the+rings+the+return+of+the+king+2003,45
1698607382107311488,2023-10-29T15:23:02,194847,the+avengers+2012,109
1698607382103612027,2023-10-29T15:23:02,128082,the+notebook+2004,119
1698607382103608310,2023-10-29T15:23:02,241579,pulp+fiction+1994,98
1698607382103498368,2023-10-29T15:23:02,554475,my+neighbor+totoro+1988,60
1698607382103486595,2023-10-29T15:23:02,437529,the+lord+of+the+rings+the+return+of+the+king+2003,100
1698607382097235535,2023-10-29T15:23:02,412824,pulp+fiction+1994,4
1698607382095578364,2023-10-29T15:23:02,168158,whiplash+2014,13
1698607382094028352,2023-10-29T15:23:02,259330,the+lord+of+the+rings+the+two+towers+2002,97
1698607382094017510,2023-10-29T15:23:02,315094,the+lord+of+the+rings+the+return+of+the+king+2003,100
1698607382094014314,2023-10-29T15:23:02,475769,the+conspirator+2010,96
1698607382094009391,2023-10-29T15:23:02,59931,the+lord+of+the+rings+the+two+towers+2002,132
1698607382094006680,2023-10-29T15:23:02,275115,my+neighbor+totoro+1988,53
1698607382093926702,2023-10-29T15:23:02,43069,my+neighbor+totoro+1988,58
1698607382093922936,2023-10-29T15:23:02,21906,the+lord+of+the+rings+the+return+of+the+king+2003,144
1698607382093917498,2023-10-29T15:23:02,230472,gifted+hands+the+ben+carson+story+2009,72
1698607382091293103,2023-10-29T15:23:02,77394,seven+samurai+1954,32
1698607382091289928,2023-10-29T15:23:02,76813,one+flew+over+the+cuckoos+nest+1975,69
1698607382091201917,2023-10-29T15:23:02,125506,interstellar+2014,120
1698607382091198541,2023-10-29T15:23:02,40651,the+lord+of+the+rings+the+return+of+the+king+2003,31
1698607382088803440,2023-10-29T15:23:02,164331,about+elly+2009,105
1698607382088618625,2023-10-29T15:23:02,240345,my+neighbor+totoro+1988,4
1698607382087802445,2023-10-29T15:23:02,173493,the+dark+knight+2008,65
1698607382087798747,2023-10-29T15:23:02,337783,indiana+jones+and+the+last+crusade+1989,26
1698607382087571575,2023-10-29T15:23:02,319964,the+lord+of+the+rings+the+return+of+the+king+2003,140
1698607382087561946,2023-10-29T15:23:02,563910,in+paris+2006,14
1698607382085784821,2023-10-29T15:23:02,157164,the+lord+of+the+rings+the+two+towers+2002,108
1698607382085549509,2023-10-29T15:23:02,144214,the+lord+of+the+rings+the+return+of+the+king+2003,43
1698607382085543476,2023-10-29T15:23:02,60727,the+lord+of+the+rings+the+return+of+the+king+2003,105
1698607382084464821,2023-10-29T15:23:02,253859,pulp+fiction+1994,106
1698607382084460421,2023-10-29T15:23:02,359537,the+hobbit+the+battle+of+the+five+armies+2014,108
1698607382084456780,2023-10-29T15:23:02,57442,snow+white+and+the+seven+dwarfs+1937,35
1698607382084376252,2023-10-29T15:23:02,76861,pulp+fiction+1994,134
1698607382084371793,2023-10-29T15:23:02,259541,pulp+fiction+1994,45
1698607382084368139,2023-10-29T15:23:02,285507,the+lord+of+the+rings+the+two+towers+2002,129
1698607382083664883,2023-10-29T15:23:02,297034,the+lord+of+the+rings+the+two+towers+2002,149
1698607382083646496,2023-10-29T15:23:02,490758,interstellar+2014,55
1698607382083630886,2023-10-29T15:23:02,546029,coraline+2009,66
1698607382083594332,2023-10-29T15:23:02,455962,fight+club+1999,54
1698607382083510030,2023-10-29T15:23:02,129938,one+flew+over+the+cuckoos+nest+1975,27
1698607382083505752,2023-10-29T15:23:02,76110,the+lord+of+the+rings+the+two+towers+2002,93
1698607382083501557,2023-10-29T15:23:02,289875,one+flew+over+the+cuckoos+nest+1975,109
1698607382081952017,2023-10-29T15:23:02,129181,turkish+passion+1994,60
1698607382081944773,2023-10-29T15:23:02,60876,the+grapes+of+death+1978,31
1698607382081801938,2023-10-29T15:23:02,80009,eureka+1983,110
1698607382081795200,2023-10-29T15:23:02,531729,first+blood+1982,45
1698607382080561627,2023-10-29T15:23:02,406698,interstellar+2014,61
1698607382080552007,2023-10-29T15:23:02,465021,the+lord+of+the+rings+the+return+of+the+king+2003,167
1698607382080548352,2023-10-29T15:23:02,483326,the+human+condition+i+no+greater+love+1959,109
1698607382080533585,2023-10-29T15:23:02,487565,the+lord+of+the+rings+the+return+of+the+king+2003,34
1698607382080523763,2023-10-29T15:23:02,270199,whiplash+2014,4
1698607382080513170,2023-10-29T15:23:02,143507,mother+lode+1982,34
1698607382080480279,2023-10-29T15:23:02,91179,one+flew+over+the+cuckoos+nest+1975,98
1698607382080475077,2023-10-29T15:23:02,272706,the+lord+of+the+rings+the+two+towers+2002,111
1698607382080473690,2023-10-29T15:23:02,191483,pirates+of+the+caribbean+at+worlds+end+2007,132
1698607382080462092,2023-10-29T15:23:02,316137,fight+club+1999,108
1698607382080461617,2023-10-29T15:23:02,132907,pulp+fiction+1994,132
1698607382080365015,2023-10-29T15:23:02,326583,the+lord+of+the+rings+the+return+of+the+king+2003,132
1698607382080360698,2023-10-29T15:23:02,227627,the+lord+of+the+rings+the+two+towers+2002,54
1698607382080357128,2023-10-29T15:23:02,446298,one+flew+over+the+cuckoos+nest+1975,117
1698607382078628161,2023-10-29T15:23:02,323159,whiplash+2014,46
1698607382078620381,2023-10-29T15:23:02,352634,one+flew+over+the+cuckoos+nest+1975,52
1698607382078402214,2023-10-29T15:23:02,72245,the+lord+of+the+rings+the+return+of+the+king+2003,119
1698607382076607793,2023-10-29T15:23:02,141178,seven+samurai+1954,151
1698607382076597469,2023-10-29T15:23:02,307492,the+lord+of+the+rings+the+return+of+the+king+2003,60
1698607382076545244,2023-10-29T15:23:02,206927,the+lord+of+the+rings+the+return+of+the+king+2003,103
1698607382076539166,2023-10-29T15:23:02,572791,the+lord+of+the+rings+the+two+towers+2002,126
1698607382076536043,2023-10-29T15:23:02,128710,the+lord+of+the+rings+the+return+of+the+king+2003,143
1698607382071607204,2023-10-29T15:23:02,354408,interstellar+2014,74
1698607382069472109,2023-10-29T15:23:02,234589,one+flew+over+the+cuckoos+nest+1975,87
1698607382069460632,2023-10-29T15:23:02,351434,treasure+planet+2002,96
1698607382069456253,2023-10-29T15:23:02,323280,the+lord+of+the+rings+the+return+of+the+king+2003,79
1698607382069447591,2023-10-29T15:23:02,456497,the+lord+of+the+rings+the+two+towers+2002,171
1698607382069443897,2023-10-29T15:23:02,434757,the+lord+of+the+rings+the+two+towers+2002,152
1698607382069441202,2023-10-29T15:23:02,27580,the+lord+of+the+rings+the+two+towers+2002,64
1698607382069437673,2023-10-29T15:23:02,127893,pulp+fiction+1994,35
1698607382069341717,2023-10-29T15:23:02,442698,my+neighbor+totoro+1988,41
1698607382069337774,2023-10-29T15:23:02,65060,the+lord+of+the+rings+the+two+towers+2002,21
1698607382069333874,2023-10-29T15:23:02,92423,the+lord+of+the+rings+the+return+of+the+king+2003,119
1698607382065709464,2023-10-29T15:23:02,309640,the+lord+of+the+rings+the+return+of+the+king+2003,79
1698607382065698395,2023-10-29T15:23:02,116288,the+lord+of+the+rings+the+return+of+the+king+2003,199
1698607382065482505,2023-10-29T15:23:02,360361,the+lord+of+the+rings+the+two+towers+2002,8
1698607382061506759,2023-10-29T15:23:02,191630,the+lord+of+the+rings+the+two+towers+2002,160
1698607382061336041,2023-10-29T15:23:02,91144,my+neighbor+totoro+1988,84
1698607382059597603,2023-10-29T15:23:02,5020,the+lord+of+the+rings+the+two+towers+2002,180
1698607382059594700,2023-10-29T15:23:02,18917,the+man+who+knew+too+much+1956,85
1698607382059492446,2023-10-29T15:23:02,345633,one+flew+over+the+cuckoos+nest+1975,111
1698607382058048544,2023-10-29T15:23:02,255445,the+unfaithful+wife+1969,10
1698607382057901924,2023-10-29T15:23:02,102368,pulp+fiction+1994,135
1698607382056699476,2023-10-29T15:23:02,77271,the+lord+of+the+rings+the+return+of+the+king+2003,151
1698607382056547188,2023-10-29T15:23:02,461647,the+lord+of+the+rings+the+two+towers+2002,50
1698607382054911620,2023-10-29T15:23:02,414272,whiplash+2014,15
1698607382054891800,2023-10-29T15:23:02,86487,interstellar+2014,15
1698607382054888286,2023-10-29T15:23:02,46087,my+neighbor+totoro+1988,18
1698607382054885340,2023-10-29T15:23:02,527307,interstellar+2014,108
1698607382054781283,2023-10-29T15:23:02,580143,master+and+commander+the+far+side+of+the+world+2003,119
1698607382054766023,2023-10-29T15:23:02,448806,the+great+debaters+2007,104
1698607382054761140,2023-10-29T15:23:02,65453,interstellar+2014,55
1698607382052647230,2023-10-29T15:23:02,94688,chappie+2015,104
1698607382052534168,2023-10-29T15:23:02,20388,the+lord+of+the+rings+the+two+towers+2002,125
1698607382052529917,2023-10-29T15:23:02,337115,double+indemnity+1944,21
1698607382049830399,2023-10-29T15:23:02,377238,nil+by+mouth+1997,22
1698607382049818725,2023-10-29T15:23:02,31513,whiplash+2014,42
1698607382049814132,2023-10-29T15:23:02,505051,the+lord+of+the+rings+the+return+of+the+king+2003,35
1698607382049809611,2023-10-29T15:23:02,452066,one+flew+over+the+cuckoos+nest+1975,107
1698607382049702264,2023-10-29T15:23:02,304418,mumford+1999,27
1698607382049698047,2023-10-29T15:23:02,518939,the+lord+of+the+rings+the+return+of+the+king+2003,75
1698607382049694275,2023-10-29T15:23:02,504151,the+lord+of+the+rings+the+return+of+the+king+2003,71
1698607382048478987,2023-10-29T15:23:02,331459,pulp+fiction+1994,96
1698607382048451135,2023-10-29T15:23:02,194039,the+lord+of+the+rings+the+return+of+the+king+2003,182
1698607382048439349,2023-10-29T15:23:02,40762,pulp+fiction+1994,136
1698607382048434289,2023-10-29T15:23:02,240435,pelle+the+conqueror+1987,104
1698607382048423659,2023-10-29T15:23:02,555829,the+lord+of+the+rings+the+return+of+the+king+2003,94
1698607382048419443,2023-10-29T15:23:02,550101,the+lord+of+the+rings+the+two+towers+2002,106
1698607382048414308,2023-10-29T15:23:02,231464,whiplash+2014,69
1698607382048411236,2023-10-29T15:23:02,393178,seven+samurai+1954,157
1698607382048314998,2023-10-29T15:23:02,107024,interstellar+2014,87
1698607382048312293,2023-10-29T15:23:02,476769,the+shawshank+redemption+1994,15
1698607382048309800,2023-10-29T15:23:02,101391,assassination+of+a+high+school+president+2008,40
1698607382045757394,2023-10-29T15:23:02,524574,seven+samurai+1954,109
1698607382045751437,2023-10-29T15:23:02,520949,reality+2012,84
1698607382045530241,2023-10-29T15:23:02,80693,the+lord+of+the+rings+the+return+of+the+king+2003,139
1698607382043817591,2023-10-29T15:23:02,155127,the+deep+2012,31
1698607382043591547,2023-10-29T15:23:02,136646,dumb+and+dumber+1994,57
1698607382042273566,2023-10-29T15:23:02,195969,interstellar+2014,109
1698607382042254034,2023-10-29T15:23:02,192424,the+lord+of+the+rings+the+return+of+the+king+2003,78
1698607382042248901,2023-10-29T15:23:02,66051,the+parking+lot+movie+2010,69
1698607382042243031,2023-10-29T15:23:02,460971,death+note+the+last+name+2006,139
1698607382042236526,2023-10-29T15:23:02,470752,of+horses+and+men+2013,39
1698607382042227892,2023-10-29T15:23:02,537027,the+lord+of+the+rings+the+two+towers+2002,138
1698607382042224803,2023-10-29T15:23:02,219677,inception+2010,92
1698607382042222083,2023-10-29T15:23:02,46261,pulp+fiction+1994,127
1698607382042219513,2023-10-29T15:23:02,180983,shutter+island+2010,13
1698607382042138468,2023-10-29T15:23:02,334499,the+sea+gull+1968,17
1698607382042132430,2023-10-29T15:23:02,329823,pulp+fiction+1994,146
1698607382042095524,2023-10-29T15:23:02,52851,harry+potter+and+the+order+of+the+phoenix+2007,99
1698607382040689157,2023-10-29T15:23:02,524522,pulp+fiction+1994,13
1698607382040615132,2023-10-29T15:23:02,460877,pulp+fiction+1994,45
1698607382039804468,2023-10-29T15:23:02,299630,clerks+1994,56
1698607382039795339,2023-10-29T15:23:02,254082,one+flew+over+the+cuckoos+nest+1975,71
1698607382039613742,2023-10-29T15:23:02,535899,forrest+gump+1994,73
1698607382038271336,2023-10-29T15:23:02,115852,the+lord+of+the+rings+the+two+towers+2002,58
1698607382037357741,2023-10-29T15:23:02,195855,the+lord+of+the+rings+the+two+towers+2002,21
1698607382037342646,2023-10-29T15:23:02,372037,the+lord+of+the+rings+the+return+of+the+king+2003,146
1698607382037265077,2023-10-29T15:23:02,553413,pulp+fiction+1994,76
1698607382037013379,2023-10-29T15:23:02,159823,pulp+fiction+1994,10
1698607382037003337,2023-10-29T15:23:02,91107,the+lord+of+the+rings+the+two+towers+2002,116
1698607382035375382,2023-10-29T15:23:02,505769,les+miserables+1995,110
1698607382035349677,2023-10-29T15:23:02,5219,the+lord+of+the+rings+the+two+towers+2002,85
1698607382035337784,2023-10-29T15:23:02,54858,the+lord+of+the+rings+the+return+of+the+king+2003,73
1698607382035323944,2023-10-29T15:23:02,453532,whiplash+2014,45
1698607382035313989,2023-10-29T15:23:02,60706,interstellar+2014,12
1698607382035190057,2023-10-29T15:23:02,540917,seven+samurai+1954,116
1698607382035182204,2023-10-29T15:23:02,193567,interstellar+2014,78
1698607382035176573,2023-10-29T15:23:02,351230,pulp+fiction+1994,87
1698607382035171526,2023-10-29T15:23:02,472844,my+neighbor+totoro+1988,45
1698607382035167999,2023-10-29T15:23:02,579960,the+lord+of+the+rings+the+two+towers+2002,52
1698607382032004398,2023-10-29T15:23:02,408991,the+lord+of+the+rings+the+two+towers+2002,116
1698607382030780068,2023-10-29T15:23:02,251822,cinderella+2015,45
1698607382030775633,2023-10-29T15:23:02,285214,my+neighbor+totoro+1988,42
1698607382030681955,2023-10-29T15:23:02,43967,the+death+and+life+of+bobby+z+2007,21
1698607382030589961,2023-10-29T15:23:02,449245,nameless+gangster+2012,96
1698607382030585334,2023-10-29T15:23:02,449547,repulsion+1965,59
1698607382030581914,2023-10-29T15:23:02,419552,whiplash+2014,57
1698607382028960843,2023-10-29T15:23:02,531298,licence+to+kill+1989,105
1698607382028942614,2023-10-29T15:23:02,482446,seven+samurai+1954,193
1698607382028936276,2023-10-29T15:23:02,207418,harry+potter+and+the+deathly+hallows+part+1+2010,94
1698607382028932005,2023-10-29T15:23:02,122170,the+lord+of+the+rings+the+two+towers+2002,82
1698607382028925399,2023-10-29T15:23:02,64193,the+man+who+knew+too+much+1956,45
1698607382028917747,2023-10-29T15:23:02,276537,the+lord+of+the+rings+the+return+of+the+king+2003,173
1698607382028913451,2023-10-29T15:23:02,96609,the+lord+of+the+rings+the+two+towers+2002,129
1698607382028908854,2023-10-29T15:23:02,398049,interstellar+2014,120
1698607382028853225,2023-10-29T15:23:02,210667,one+flew+over+the+cuckoos+nest+1975,76
1698607382028838641,2023-10-29T15:23:02,331634,knife+in+the+water+1962,36
1698607382028821123,2023-10-29T15:23:02,444761,thor+the+dark+world+2013,66
1698607382028810317,2023-10-29T15:23:02,340489,interstellar+2014,153
1698607382028802690,2023-10-29T15:23:02,308698,imaginary+crimes+1994,62
1698607382028796963,2023-10-29T15:23:02,30426,21+up+1977,38
1698607382024802765,2023-10-29T15:23:02,324532,the+lord+of+the+rings+the+two+towers+2002,46
1698607382023677493,2023-10-29T15:23:02,236645,the+lord+of+the+rings+the+return+of+the+king+2003,36
1698607382021677742,2023-10-29T15:23:02,466647,interstellar+2014,55
1698607382021600384,2023-10-29T15:23:02,16508,whiplash+2014,5
1698607382021269502,2023-10-29T15:23:02,308999,whiplash+2014,73
1698607382020410060,2023-10-29T15:23:02,374174,my+neighbor+totoro+1988,70
1698607382019014750,2023-10-29T15:23:02,289810,the+man+who+would+be+king+1975,76
1698607382018966076,2023-10-29T15:23:02,365972,interstellar+2014,37
1698607382017096651,2023-10-29T15:23:02,46825,little+dieter+needs+to+fly+1997,27
1698607382017092432,2023-10-29T15:23:02,291289,seven+samurai+1954,26
1698607382017090013,2023-10-29T15:23:02,195632,the+lord+of+the+rings+the+return+of+the+king+2003,20
1698607382017087129,2023-10-29T15:23:02,278999,the+lord+of+the+rings+the+return+of+the+king+2003,26
1698607382016911072,2023-10-29T15:23:02,223555,the+lord+of+the+rings+the+two+towers+2002,45
1698607382016906702,2023-10-29T15:23:02,105629,harry+potter+and+the+philosophers+stone+2001,24
1698607382016902871,2023-10-29T15:23:02,382346,the+lord+of+the+rings+the+two+towers+2002,27
1698607382013701999,2023-10-29T15:23:02,260954,payback+1999,94
1698607382013547592,2023-10-29T15:23:02,297277,interstellar+2014,23
1698607382012565334,2023-10-29T15:23:02,91522,a+tale+of+two+sisters+2003,31
1698607382012434135,2023-10-29T15:23:02,432302,seven+samurai+1954,18
1698607382010968020,2023-10-29T15:23:02,482516,the+man+who+copied+2003,13
1698607382010950898,2023-10-29T15:23:02,187606,the+lord+of+the+rings+the+return+of+the+king+2003,7
1698607382010947082,2023-10-29T15:23:02,311739,south+pacific+1958,45
1698607382010944443,2023-10-29T15:23:02,176901,head+over+heels+2010,5
1698607382010941349,2023-10-29T15:23:02,443895,one+flew+over+the+cuckoos+nest+1975,14
1698607382010849419,2023-10-29T15:23:02,46160,the+lord+of+the+rings+the+return+of+the+king+2003,119
1698607382010844817,2023-10-29T15:23:02,176016,indiana+jones+and+the+last+crusade+1989,126
1698607382010840969,2023-10-29T15:23:02,363208,seven+samurai+1954,136
1698607382009090279,2023-10-29T15:23:02,29536,the+lord+of+the+rings+the+return+of+the+king+2003,15
1698607382009086324,2023-10-29T15:23:02,241376,the+hands+of+orlac+1924,2
1698607382008859567,2023-10-29T15:23:02,444610,pulp+fiction+1994,8
1698607381290969157,2023-10-29T15:23:01,312708,pulp+fiction+1994,155
1698607381289609087,2023-10-29T15:23:01,329568,one+flew+over+the+cuckoos+nest+1975,132
1698607381288799765,2023-10-29T15:23:01,242496,the+lord+of+the+rings+the+two+towers+2002,106
1698607381288794240,2023-10-29T15:23:01,307284,the+lord+of+the+rings+the+two+towers+2002,32
1698607381288789592,2023-10-29T15:23:01,517906,one+flew+over+the+cuckoos+nest+1975,27
1698607381288785726,2023-10-29T15:23:01,98007,the+lord+of+the+rings+the+return+of+the+king+2003,81
