userid,movieid,minute
266604,prophecy+1979,36
321086,being+john+malkovich+1999,92
247402,steamboat+bill_+jr.+1928,18
26946,the+death+of+mr.+lazarescu+2005,65
288342,anastasia+1997,7
155961,close+encounters+of+the+third+kind+1977,80
6399,wesley+willis+the+daddy+of+rock+n+roll+2003,6
182608,interstellar+2014,123
90353,europa+europa+1990,89
105736,how+to+train+your+dragon+2+2014,67
158918,the+godfather+1972,170
39072,sunny+2011,51
273560,desert+blue+1999,73
270460,the+swimmer+1968,27
258709,the+company+men+2010,80
237110,the+man+in+the+moon+1991,70
56527,evil+2003,66
2127,half+nelson+2006,93
174018,seven+samurai+1954,131
20557,one+flew+over+the+cuckoos+nest+1975,73
121322,the+36th+chamber+of+shaolin+1978,105
180036,the+chicago+8+2011,18
251455,a+story+of+yonosuke+2013,12
339326,forrest+gump+1994,34
109745,crime+story+1993,82
199953,interstellar+2014,91
272306,oceans+eleven+2001,68
76456,fury+2014,13
310906,die+hard+1988,121
280680,the+decoy+bride+2011,53
267102,the+avengers+2012,75
286280,the+seasoning+house+2012,85
173545,extraction+2013,43
20727,the+interrupters+2011,103
257661,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,126
267802,lovely+molly+2012,73
153926,figures+in+a+landscape+1970,48
156760,despicable+me+2+2013,57
194245,double+trouble+1984,51
325359,starred+up+2013,67
126985,tokyo+drifter+1966,79
141719,burts+buzz+2014,75
328117,one+point+o+2004,85
346022,the+way+of+the+dragon+1972,62
302036,spirited+away+2001,110
153826,war+and+peace+1966,164
155789,animal+crackers+1930,96
129780,the+tenant+1976,24
179591,burn+after+reading+2008,84
316330,animal+room+1995,89
28466,rio+2011,68
304255,this+sporting+life+1963,124
58334,star+wars+episode+ii+-+attack+of+the+clones+2002,10
244756,remember+the+titans+2000,92
565,about+elly+2009,114
175152,moon+warriors+1992,77
218966,harry+potter+and+the+deathly+hallows+part+2+2011,62
210140,baggage+claim+2013,93
328454,north+by+northwest+1959,23
345121,shades+of+fern+1986,13
149736,lebanon+2009,2
80225,birdy+1984,52
327782,why+did+i+get+married+too+2010,49
325369,dr.+mabuse_+the+gambler+1922,186
325466,ratatouille+2007,34
178352,les+misrables+2000,180
21786,the+hunger+games+mockingjay+-+part+1+2014,106
93980,the+matrix+1999,51
105937,the+iron+commissioner+1978,64
138043,shutter+island+2010,106
140013,the+greatest+game+ever+played+2005,56
64858,unfair+competition+2001,16
159886,send+me+no+flowers+1964,62
126989,deliverance+1972,102
141896,whiplash+2014,69
125111,the+invasion+2007,6
217621,se7en+1995,112
132510,quadrille+1938,86
123220,step+up+all+in+2014,113
149131,gods+of+the+plague+1970,59
164917,scarface+1983,21
300203,casino+royale+2006,69
79765,forrest+gump+1994,76
221059,whiplash+2014,103
147533,spirit+stallion+of+the+cimarron+2002,38
85707,gestapos+last+orgy+1977,72
340068,inglourious+basterds+2009,3
94783,spirited+away+2001,119
81209,invasion+u.s.a.+1985,96
136610,indiana+jones+and+the+last+crusade+1989,30
138186,rosencrantz++guildenstern+are+dead+1991,29
31583,life+2.0+2010,31
288989,castle+in+the+sky+1986,96
115383,curse+of+chucky+2013,14
7310,in+the+beginning+2009,129
283104,prometheus+2012,29
254324,hairspray+2007,18
143187,gone+girl+2014,17
8929,the+boy+in+the+striped+pyjamas+2008,8
176075,tell+them+willie+boy+is+here+1969,12
74571,paranorman+2012,69
177355,howls+moving+castle+2004,27
351173,the+princess+and+the+frog+2009,45
293568,flickering+lights+2000,38
339000,the+shawshank+redemption+1994,10
152602,the+man+who+wouldnt+die+1994,9
319201,pirates+of+the+great+salt+lake+2006,80
108249,ashik+kerib+1988,17
59867,stray+dogs+2014,16
234353,iron+man+2008,28
122444,true+grit+1969,39
294559,full+speed+1996,21
310866,lets+go+to+prison+2006,28
203109,cabiria+1914,137
184777,seven+samurai+1954,185
10440,the+day+the+earth+stood+still+1951,74
180445,el+topo+1970,92
286506,control+2003,37
130063,the+grocers+son+2007,66
336640,coraline+2009,88
211199,children+who+chase+lost+voices+2011,77
99885,strangers+on+a+train+1951,61
275088,friday+1995,33
217250,whiplash+2014,19
236714,the+mother+and+the+whore+1973,140
320273,toy+story+1995,77
153719,the+godfather+1972,130
61985,up+2009,12
127512,the+great+beauty+2013,41
239947,the+red+shoes+1948,58
316337,the+gallant+hours+1960,94
52430,the+five+people+you+meet+in+heaven+2004,150
320080,jurassic+park+1993,21
111255,secrets++lies+1996,11
186279,home+room+2002,25
269421,christmas+carol+the+movie+2001,12
82928,the+lords+of+discipline+1983,61
102193,the+man+with+a+cloak+1951,51
307625,rumble+on+the+docks+1956,9
53729,messages+deleted+2009,11
328097,castle+in+the+sky+1986,6
298113,the+referees+2009,2
33367,sybil+1976,76
89788,turn+me+on_+dammit+2011,24
91712,the+miracle+of+bern+2003,0
278622,the+mark+of+cain+2000,0
325598,the+lord+of+the+rings+the+return+of+the+king+2003,195
15296,the+lost+weekend+1945,0
207495,i+am+dina+2002,0
148421,the+hawk+is+dying+2007,16
29816,master+and+commander+the+far+side+of+the+world+2003,38
329654,the+general+1926,68
211655,the+delicate+delinquent+1957,29
327482,the+shepherd+of+the+hills+1941,81
278888,catch+me+if+you+can+2002,48
294983,casino+royale+2006,144
51297,cruising+1980,62
341593,promises+2001,31
229205,the+hobbit+an+unexpected+journey+2012,99
213341,independence+day+1996,122
143797,despicable+me+2+2013,78
104980,akira+1988,10
186003,throne+of+blood+1957,67
62010,the+great+debaters+2007,35
298499,support+your+local+sheriff+1969,15
47395,the+black+rose+1950,27
49838,the+good_+the+bad+and+the+ugly+1966,96
108026,the+dark+knight+rises+2012,60
2125,national+velvet+1944,52
335430,toy+story+3+2010,36
91021,all+the+presidents+men+1976,89
293135,calling+dr.+gillespie+1942,60
102504,indiana+jones+and+the+last+crusade+1989,74
29128,tombstone+1993,95
17662,brave+2012,72
41303,aliens+1986,90
319342,one+flew+over+the+cuckoos+nest+1975,127
85211,reds+1981,68
40938,pain++gain+2013,2
339203,brainstorm+1965,1
278346,nitro+circus+the+movie+2012,67
225153,the+fifth+element+1997,69
141416,the+life+of+jesus+1997,69
348179,bicycle+thieves+1948,92
87704,pirates+of+the+caribbean+dead+mans+chest+2006,70
224332,metropolis+1927,128
138457,national+theatre+live+frankenstein+2011,58
257029,apocalypse+now+1979,138
147513,a+beautiful+mind+2001,116
292716,my+wife+is+a+gangster+2001,14
194321,toy+story+1995,81
281786,castle+in+the+sky+1986,93
135603,widows+peak+1994,78
310472,the+gospel+according+to+matthew+1964,120
106397,batman+the+dark+knight+returns_+part+1+2012,41
234945,king+kong+2005,138
124405,soulless+2012,92
18748,mission+impossible+iii+2006,60
169725,the+matrix+1999,37
93743,sleeping+beauty+1959,16
204923,redbelt+2008,6
313584,kogel-mogel+1988,13
333756,taxi+hunter+1993,89
297749,harry+potter+and+the+deathly+hallows+part+2+2011,130
235321,shaolin+2011,101
139767,event+horizon+1997,20
42254,no+flesh+shall+be+spared+2009,26
78552,music+within+2007,56
308006,stalker+1979,143
295552,raiders+of+the+lost+ark+1981,95
236863,the+black+stallion+1979,58
304797,clash+of+the+titans+2010,58
100459,mr.+destiny+1990,38
79897,mystery+road+2013,8
247224,red+bear+2002,87
9919,greystoke+the+legend+of+tarzan_+lord+of+the+apes+1984,72
128127,men+in+black+ii+2002,45
152576,the+wayward+girl+1959,70
336936,my+neighbor+totoro+1988,47
143003,birdy+1984,83
160200,iron+man+3+2013,53
37191,gone+girl+2014,64
177155,playing+it+cool+2014,37
329141,fight+club+1999,46
235815,hellboy+ii+the+golden+army+2008,65
60537,alien+1979,44
249286,the+godfather+1972,68
342291,into+the+blue+2005,89
4538,the+kingdom+2007,40
200024,fellini+satyricon+1969,118
209677,the+gun+in+betty+lous+handbag+1992,52
163174,anchors+aweigh+1945,63
301804,inglourious+basterds+2009,49
259565,bad+teacher+2011,17
203626,harry+potter+and+the+half-blood+prince+2009,98
98129,excess+baggage+1997,2
186395,the+firemens+ball+1967,23
140017,clash+by+night+1952,19
82315,deep+blue+sea+1999,74
327932,the+green+mile+1999,3
125355,dead+again+1991,5
28674,the+wolf+of+wall+street+2013,41
309804,how+to+train+your+dragon+2010,50
211900,men+in+black+1997,59
348038,the+edge+of+the+world+1937,29
1427,focus+2001,61
343084,the+beaches+of+agns+2008,13
182270,the+dark+knight+rises+2012,7
268922,iron+man+3+2013,14
344536,bill+bailey+tinselworm+2008,84
5913,airplane+1980,15
120020,jobs+2013,12
292451,the+good+shepherd+2006,76
187889,a+taste+of+honey+1961,89
320092,forbidden+planet+1956,8
297323,inception+2010,130
143316,the+lord+of+the+rings+the+return+of+the+king+2003,96
289682,dirty+rotten+scoundrels+1988,97
38402,the+earth+dies+screaming+1964,19
347175,all+the+presidents+men+1976,60
217128,oldboy+2013,37
184864,silver+linings+playbook+2012,56
201147,conversation+piece+1974,87
22698,the+dark+knight+rises+2012,88
20723,spiritual+kung+fu+1978,51
233740,certified+copy+2010,94
323150,the+shawshank+redemption+1994,47
238012,inglourious+basterds+2009,1
299268,the+chosen+1981,70
70141,walle+2008,41
85420,the+comancheros+1961,93
200134,the+thief+of+bagdad+1924,125
149527,the+trojan+women+1971,75
202110,the+losers+2010,83
50759,edison+2005,8
282607,the+competition+1980,74
3460,gods+little+acre+1958,27
278037,the+shining+1980,63
123338,living+with+wolves+2005,39
191958,island+2011,56
276164,coraline+2009,2
259499,goodbye_+mr.+chips+1969,137
177724,alamo+bay+1985,57
332463,bad+education+2004,105
198101,dragonfly+1976,76
234188,they+shoot+horses_+dont+they+1969,6
282220,the+preachers+wife+1996,39
274985,a+special+day+1977,76
291975,on+the+riviera+1951,31
313929,interstellar+2014,27
336915,the+10th+kingdom+2000,309
292872,dial+m+for+murder+1954,93
139097,playing+the+victim+2006,5
239682,beauty+and+the+beast+1991,74
227173,the+book+of+life+1998,52
180274,wild+things+1998,26
346731,captain+phillips+2013,34
61507,sleepy+hollow+1999,45
112543,interstellar+2014,163
92927,opening+night+1977,95
29293,joe+1970,106
24491,the+score+2001,19
265066,forrest+gump+1994,133
246155,a+midsummer+nights+dream+1999,104
78013,upside+down+2012,41
145043,mr.+hollands+opus+1995,70
149456,corruption+1968,89
275286,the+hobbit+the+desolation+of+smaug+2013,25
52188,prick+up+your+ears+1987,62
262673,land+of+the+lost+2009,93
221204,purple+butterfly+2003,43
292883,love+and+death+1975,74
149152,bandidos+1991,21
83028,harry+potter+and+the+goblet+of+fire+2005,82
57965,sunset+boulevard+1950,88
183144,oceans+eleven+2001,35
165223,roman+holiday+1953,107
295642,shrek+2+2004,28
277155,come+see+the+paradise+1990,46
230373,hunting+elephants+2013,30
146868,the+time+machine+1960,75
77116,howls+moving+castle+2004,3
132894,harry+potter+and+the+philosophers+stone+2001,53
97977,margin+call+2011,28
208395,scarface+1983,76
27035,inception+2010,117
326157,shrek+2001,2
82528,bon+cop+bad+cop+2006,22
210429,battle+los+angeles+2011,17
92894,moon+warriors+1992,8
275737,gravehopping+2005,70
235325,walle+2008,79
160176,stargate+continuum+2008,16
192560,harry+potter+and+the+prisoner+of+azkaban+2004,56
3849,camille+1936,27
175794,mr.+brooks+2007,56
157708,the+dark+knight+2008,61
294575,return+to+paradise+1998,98
334790,sixteen+candles+1984,61
25889,the+incredible+hulk+2008,46
217347,nausica+of+the+valley+of+the+wind+1984,98
38032,black+book+2006,75
232227,men+in+black+1997,55
76928,goodfellas+1990,123
48057,1612+chronicles+of+the+dark+time+2007,82
333534,the+matrix+1999,103
44635,nobodys+children+1951,62
199841,the+witches+1967,51
91498,head+in+the+clouds+2004,8
340420,samurai+rebellion+1967,56
202101,the+lord+of+the+rings+the+two+towers+2002,61
240803,iron+man+2008,35
205554,arthur+newman+2012,52
93452,exodus+1960,16
62750,blonde+and+blonder+2008,65
285845,mickey_+donald_+goofy+the+three+musketeers+2004,56
295238,days+of+wine+and+roses+1962,116
308662,son+of+babylon+2009,43
113485,ong-bak+the+thai+warrior+2003,63
92841,kiss+me+goodbye+1982,70
17780,r100+2013,43
296513,interstellar+2014,139
339778,beyond+the+sea+2004,28
234984,a+lonely+place+to+die+2011,70
139511,gorgeous+1999,9
192681,the+sea+gull+1968,13
188763,monsieur+lazhar+2011,41
203812,ugetsu+1953,6
319588,pusher+1996,66
239211,the+bird+people+in+china+1998,58
85097,diary+of+a+lost+girl+1929,2
25245,batman+begins+2005,30
50415,the+great+race+1965,42
281025,kelly++cal+2014,76
196506,the+hustler+1961,76
272006,evil+under+the+sun+1982,37
161564,latitudes+2014,29
88649,nobody+knows+2004,27
332481,eyes+wide+shut+1999,10
142055,commandments+1997,42
280687,planet+of+the+apes+1968,97
252538,idiocracy+2006,26
145116,tokyo+olympiad+1965,90
224519,taare+zameen+par+2007,51
112848,show+boat+1951,12
18376,carnal+knowledge+1971,71
152175,tangled+2010,27
84365,iron+man+3+2013,18
149623,nightcrawler+2014,20
318276,martha+marcy+may+marlene+2011,16
276186,stratosphere+girl+2004,11
182606,moon+of+the+wolf+1972,37
139777,london+after+midnight+1927,63
295558,backstage+2005,7
164015,anastasia+1997,61
107409,jackie+brown+1997,27
113297,the+leopard+man+1943,34
289997,the+story+of+qiu+ju+1992,14
22755,the+reincarnation+of+isabel+1973,9
155102,the+dirty+dozen+next+mission+1985,10
349874,inventing+the+abbotts+1997,5
314774,gnomeo++juliet+2011,31
87773,we+bought+a+zoo+2011,57
254130,the+pride+of+st.+louis+1952,63
21534,children+of+heaven+1997,2
83393,jack+the+giant+slayer+2013,17
44290,smooth+talk+1985,44
240154,the+cove+2009,29
329279,crossing+delancey+1988,86
143818,only+god+forgives+2013,66
336140,misunderstood+1984,28
351486,mothra+vs.+godzilla+1964,36
185671,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,71
62964,monsters_+inc.+2001,1
21673,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
220733,the+12+dogs+of+christmas+2005,31
116123,tristana+1970,91
27557,the+desert+of+the+tartars+1976,100
84982,the+shawshank+redemption+1994,48
79138,the+ghost+writer+2010,115
263868,reality+2012,46
328150,the+lords+of+discipline+1983,20
287762,the+karlsson+brothers+2010,21
117492,swing+vote+2008,51
253020,terminator+2+judgment+day+1991,99
42929,the+silencers+1966,41
13572,jesus+christ+superstar+1973,8
223242,se7en+1995,75
99115,tokyo+godfathers+2003,44
157882,grateful+dawg+2000,76
236806,the+theory+of+everything+2014,27
84906,insurgent+2015,84
346139,gates+of+heaven+1978,10
44438,pirates+of+the+caribbean+dead+mans+chest+2006,44
137367,walle+2008,86
215756,libre+change+2010,42
11327,forever+strong+2008,36
262494,juliet+of+the+spirits+1965,125
17857,sister+act+1992,70
333185,avatar+2009,24
214841,cookies+fortune+1999,105
274905,the+great+ka+train+robbery+1926,2
196960,treasure+planet+2002,86
288824,walker+1987,38
167653,the+adventures+of+robin+hood+1938,39
277060,terminator+2+judgment+day+1991,80
199758,american+horror+house+2012,43
37470,the+good_+the+bad+and+the+ugly+1966,104
278639,the+shawshank+redemption+1994,67
203704,a+lamp+in+the+dark+the+untold+history+of+the+bible+2009,25
127124,the+shawshank+redemption+1994,96
193988,the+damned+1969,132
146136,her+highness+and+the+bellboy+1945,109
61172,harry+potter+and+the+order+of+the+phoenix+2007,94
187790,avatar+2009,76
208443,where+now+are+the+dreams+of+youth+1932,6
3762,the+suspicious+death+of+a+minor+1975,38
327317,images+1972,78
249180,billy+elliot+2000,89
105526,shrek+forever+after+2010,65
172849,the+shawshank+redemption+1994,32
348959,a+little+help+2010,33
323205,the+gods+must+be+crazy+1980,104
210234,the+hobbit+the+desolation+of+smaug+2013,139
24386,strangers+in+good+company+1990,52
308298,with+friends+like+these...+1998,50
345179,the+death+of+mr.+lazarescu+2005,7
253465,die+hard+1988,62
315495,kikis+delivery+service+1989,23
41231,my+big+fat+greek+wedding+2002,11
168934,snow+white+and+the+seven+dwarfs+1937,24
9067,despicable+me+2+2013,21
295805,deja+vu+1985,79
143822,the+man+who+knew+too+much+1956,92
304402,the+wrath+of+god+1972,82
313896,paris_+texas+1984,116
155819,2010+1984,79
148102,comrade+pedersen+2006,31
14039,the+unknown+soldier+1985,122
219889,the+hobbit+an+unexpected+journey+2012,37
271857,a+time+to+kill+1996,77
276116,big+trouble+in+little+china+1986,58
55421,avatar+2009,35
17181,miracles+1986,48
302067,so+dear+to+my+heart+1948,70
127646,lets+kill+wards+wife+2014,39
84716,interstellar+2014,120
164991,the+fortune+cookie+1966,29
248913,ball+of+fire+1941,64
206360,mirror+mirror+2012,16
328365,down+from+the+mountain+2001,70
264079,mutiny+on+the+bounty+1935,126
65417,xtro+2+the+second+encounter+1990,34
130036,the+day+the+earth+stood+still+1951,50
128125,the+devil+wears+prada+2006,107
277145,franklyn+2008,40
348802,airplane+1980,76
207773,star+trek+2009,122
127826,common+2014,53
175761,close+encounters+of+the+third+kind+1977,126
279372,the+dark+side+of+the+sun+1988,62
336503,flesh++blood+1985,81
277814,rab+ne+bana+di+jodi+2008,30
38967,from+here+to+eternity+1953,29
211909,riffraff+1936,84
231875,aparajito+1956,85
117116,all+i+wanna+do+1998,25
243433,forrest+gump+1994,52
341776,the+lord+of+the+rings+the+return+of+the+king+2003,131
180145,green+ice+1981,4
19676,big+deal+on+madonna+street+1958,106
265210,terminator+2+judgment+day+1991,51
286706,shutter+island+2010,23
167192,inception+2010,124
344306,seven+samurai+1954,101
343480,my+fair+lady+1964,53
11680,onibaba+1964,64
18756,reversal+of+fortune+1990,39
116182,pulp+fiction+1994,136
106409,the+brave+one+2007,17
186273,dances+with+wolves+1990,38
244543,men+in+black+1997,31
230914,populaire+2012,19
136055,star+wars+1977,29
262100,cinderella+ii+dreams+come+true+2002,47
131644,the+black+power+mixtape+1967-1975+2011,33
318992,some+came+running+1958,13
246399,star+wars+1977,86
255151,starting+out+in+the+evening+2007,51
34126,finding+nemo+2003,74
17026,the+daytrippers+1996,21
256876,twilight+2008,74
78657,jersey+girl+2004,97
100300,duel+in+the+sun+1946,139
62198,the+dark+knight+rises+2012,162
286912,house+on+haunted+hill+1959,36
313826,outlander+2008,20
245462,national+lampoons+christmas+vacation+1989,44
207746,his+name+was+jason+30+years+of+friday+the+13th+2009,41
59993,man+on+a+ledge+2012,16
241683,give+em+hell_+malone+2009,35
320045,serendipity+2001,13
98090,once+upon+a+time+in+the+west+1968,154
220244,conan+the+barbarian+1982,65
285979,pulp+fiction+1994,79
292579,the+woman+next+door+1981,58
205326,they+call+us+misfits+1968,7
205819,thats+entertainment+1974,1
211607,shutter+island+2010,8
284993,heavyweights+1995,53
199657,autumn+ball+2007,45
170443,seven+men+from+now+1956,54
120157,cat+on+a+hot+tin+roof+1958,65
35561,interstellar+2014,105
337369,before+the+devil+knows+youre+dead+2007,10
348663,ballet+shoes+2008,35
289582,intimacy+2001,14
18558,all+the+presidents+men+1976,43
323500,mega+piranha+2010,54
116196,pulp+fiction+1994,21
44710,pulp+fiction+1994,19
19962,independence+day+1996,21
43610,the+lost+skeleton+of+cadavra+2001,7
65420,axed+2012,6
6227,fantasia+1940,12
277272,the+gunfight+at+dodge+city+1959,0
319995,opera+australia+the+pirates+of+penzance+2006,0
48881,the+usual+suspects+1995,6
266367,i+dont+want+to+go+back+alone+2010,8
322684,alice+in+wonderland+1951,29
268273,i+am+von+hfler+variation+on+werther+2008,0
185526,watchmen+2009,0
231085,kabhi+haan+kabhi+naa+1993,0
246287,dawn+of+the+planet+of+the+apes+2014,38
25439,the+shawshank+redemption+1994,101
42623,despicable+me+2+2013,98
1025,greed+1924,108
119131,harry+potter+and+the+prisoner+of+azkaban+2004,12
300671,monsters_+inc.+2001,60
66615,high+fidelity+2000,89
187037,alice+doesnt+live+here+anymore+1974,27
248979,religulous+2008,90
81025,up+periscope+1959,95
174976,the+girl+with+the+dragon+tattoo+2011,104
227078,flannel+pajamas+2006,85
16945,nausica+of+the+valley+of+the+wind+1984,79
163047,the+lives+of+others+2006,39
264935,shrek+2+2004,32
328683,drive+hard+2014,72
119755,the+kings+whore+1990,59
90962,casino+royale+2006,11
51468,the+madness+of+king+george+1994,17
338353,libeled+lady+1936,8
288575,harry+potter+and+the+chamber+of+secrets+2002,82
132676,the+white+stripes+under+great+white+northern+lights+2009,93
233634,goodbye+bafana+2007,70
127497,kikis+delivery+service+1989,28
42556,avatar+2009,150
46107,the+counterfeit+coin+1955,50
232902,all+the+presidents+men+1976,38
217718,city+girl+1930,60
232413,brotherhood+2009,46
238859,the+empty+mirror+1996,20
281814,interstellar+2014,146
10202,big+fish+2003,10
264527,harry+potter+and+the+half-blood+prince+2009,94
7089,sal_+or+the+120+days+of+sodom+1975,62
212501,wreck-it+ralph+2012,57
298109,snake+and+crane+arts+of+shaolin+1978,40
33888,sleeping+beauty+1959,62
303902,infernal+affairs+iii+2003,22
109517,battle+for+haditha+2007,82
161409,the+return+2003,44
200416,fight+club+1999,131
226053,monty+python+and+the+holy+grail+1975,77
187282,demoted+2011,56
274027,my+life+1993,60
95611,japans+longest+day+1967,142
331684,hamlet+1990,66
206707,toy+story+2+1999,49
159638,the+sixth+sense+1999,90
338095,millers+crossing+1990,26
140383,mitt+2014,82
216810,the+judge+2014,105
119619,my+neighbor+totoro+1988,74
29747,polytechnique+2009,6
263762,keeping+mum+2005,8
229210,ice+age+2002,73
96787,cinderella+2015,96
172423,the+creature+wasnt+nice+1983,23
228417,good+will+hunting+1997,80
222493,star+wars+episode+iii+-+revenge+of+the+sith+2005,72
224329,games+of+love+and+chance+2003,79
148536,the+green+mile+1999,122
215065,cobain+montage+of+heck+2015,48
103923,leon+the+professional+1994,102
252518,black+rock+2012,10
349836,one+true+thing+1998,35
262033,michael+1996,88
201409,deep+crimson+1996,61
231092,the+7th+voyage+of+sinbad+1958,88
291423,mammoth+2009,96
316052,aankhen+2002,122
55512,the+kite+runner+2007,97
98798,westward+the+women+1951,76
231151,action+jackson+2014,74
240905,marie+and+bruce+2004,43
238365,the+godfather+1972,1
76882,the+wolf+of+wall+street+2013,123
5701,get+yourself+a+college+girl+1964,72
101714,avatar+2009,49
109190,goodfellas+1990,74
265634,never+say+never+again+1983,19
122711,howls+moving+castle+2004,87
259490,the+nuns+story+1959,18
202622,inside+job+2010,70
289407,iron+man+2008,56
46627,geronimo+an+american+legend+1993,17
159669,interstellar+2014,64
239788,the+caiman+2006,56
342195,a+bugs+life+1998,38
61009,spring+is+here+1930,18
172346,pulp+fiction+1994,67
213644,hearts+and+minds+1974,1
38578,monsters_+inc.+2001,69
218754,ice+age+dawn+of+the+dinosaurs+2009,8
92544,the+lord+of+the+rings+the+two+towers+2002,40
287496,bye+bye+monkey+1978,76
149732,independence+day+1996,89
30687,stay+2005,6
226787,time+of+the+gypsies+1988,33
30360,one+flew+over+the+cuckoos+nest+1975,56
290022,the+shawshank+redemption+1994,68
248644,spirited+away+2001,124
325,birdman+2014,98
165308,gladiator+2000,127
43471,speedy+1928,54
15828,the+haunting+1963,65
58818,the+imposter+2012,37
264945,sweeney+todd+2006,84
182126,army+of+shadows+1969,54
39824,in+your+eyes+2014,77
203063,wonder+bar+1934,57
343942,birdman+of+alcatraz+1962,29
194772,casino+royale+2006,94
120338,the+rage+in+placid+lake+2003,29
341662,an+autumn+afternoon+1962,53
343008,paris+is+burning+1990,58
229934,oscar+and+lucinda+1997,116
274278,the+incredible+hulk+2008,104
146807,fanboys+2009,53
297804,footnote+2011,102
83544,commando+1985,77
332840,the+lord+of+the+rings+the+two+towers+2002,171
31820,henry++june+1990,112
52957,inception+2010,11
63546,extraordinary+stories+2008,120
149957,tattooed+life+1965,8
192338,dawn+of+the+planet+of+the+apes+2014,112
211850,aliens+1986,134
61417,snow+white+and+the+seven+dwarfs+1937,62
9432,secret+sunshine+2007,101
211059,the+way+back+2010,100
304083,nightcrawler+2014,26
184686,safe+sex+1999,33
280998,the+hobbit+an+unexpected+journey+2012,85
67155,peter+pan+1953,2
251850,rosenstrasse+2003,33
57321,star+wars+1977,36
267577,afterburn+1992,75
341216,foxy+brown+1974,82
102918,the+amazing+spider-man+2012,115
62746,tora-sans+love+call+1971,2
60691,brother+bear+2+2006,20
16054,terraferma+2011,29
191339,outside+the+law+2002,21
1670,house+of+sand+and+fog+2003,23
321485,bloody+bloody+bible+camp+2012,17
119832,shoah+1985,340
244226,jesus+camp+2006,50
350274,44+inch+chest+2009,88
265616,se7en+1995,88
59537,greedy+1994,70
190104,jack+the+giant+killer+2013,73
259118,lean+on+me+1989,102
154464,flickering+lights+2000,62
61709,puff_+puff_+pass+2006,33
62688,man+of+a+thousand+faces+1957,114
35599,coffin+rock+2009,32
89023,harry+potter+and+the+goblet+of+fire+2005,61
338580,die+hard+1988,95
149038,drive+hard+2014,94
337051,alice+2009,143
298707,jindabyne+2006,84
310785,execution+squad+1972,100
127563,harry+potter+and+the+philosophers+stone+2001,69
8706,harry+potter+and+the+philosophers+stone+2001,16
56505,double+suicide+1969,53
282753,say+anything...+1989,34
17803,howls+moving+castle+2004,71
182658,the+second+best+exotic+marigold+hotel+2015,2
151074,santas+apprentice+2010,23
17703,avatar+2009,13
170367,a+dangerous+woman+1993,6
53235,close+encounters+of+the+third+kind+1977,23
339961,ghostbusters+1984,75
340882,harry+potter+and+the+philosophers+stone+2001,75
232964,the+lego+movie+2014,65
156291,last+ride+2009,23
307836,from+russia+with+love+1963,92
234974,the+shawshank+redemption+1994,68
291789,kung+fu+hustle+2004,89
118426,the+king+of+kings+1927,91
303871,deadline+2001,40
210639,ned+kelly+1970,17
257512,afterwards+2008,9
31196,seven+sinners+1940,14
228847,all+of+me+1984,3
84821,titanic+1997,43
93377,the+ghost+writer+2010,105
82038,the+purge+anarchy+2014,85
186408,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,81
111735,the+brave+one+2007,60
99133,the+substance+of+fire+1996,28
125021,breaking+the+silence+truth+and+lies+in+the+war+on+terror+2003,3
229307,night+train+2009,19
311511,ghostbusters+1984,19
258344,frozen+planet+2011,161
206229,eva+2011,40
287493,the+shining+1980,127
58325,ransom+1996,106
246,the+house+of+the+spirits+1993,69
284190,the+shawshank+redemption+1994,5
294698,batman+begins+2005,73
23224,ballet+shoes+2008,43
2949,gone+girl+2014,130
220047,hello+down+there+1969,28
325547,tangled+2010,35
104119,gladiator+2000,127
315991,raiders+of+the+lost+ark+1981,89
193773,the+strawberry+statement+1970,60
122390,9+songs+2004,60
82612,dog+day+afternoon+1975,6
60773,the+young+in+heart+1938,46
37970,bedevilled+2010,93
117037,black+hawk+down+2001,92
17852,back+to+the+future+part+iii+1990,73
43225,are+you+here+2013,88
243487,forrest+gump+1994,139
238508,the+da+vinci+code+2006,119
273039,raiders+of+the+lost+ark+1981,108
13706,vera+drake+2004,59
309486,raiders+of+the+lost+ark+1981,71
153188,war+photographer+2001,7
121240,the+dark+knight+2008,124
104057,man+on+the+moon+1999,73
116407,the+haunted+castle+1921,57
16643,pirates+of+the+caribbean+at+worlds+end+2007,50
62284,the+minion+1998,85
100672,the+amazing+spider-man+2+2014,40
177503,patriot+games+1992,95
154865,a+night+at+the+movies+the+suspenseful+world+of+thrillers+2009,12
314890,the+three+musketeers+1933,185
294812,x-men+days+of+future+past+2014,12
306182,bloody+bloody+bible+camp+2012,22
283795,time+without+pity+1957,16
294257,citizen+x+1995,78
277947,iron+man+2008,117
89004,run+ronnie+run+2002,15
338588,the+mask+1994,8
30459,equilibrium+2002,7
297768,the+thomas+crown+affair+1968,72
149562,pearls+of+the+deep+1966,46
113012,back+to+the+future+1985,8
203366,pom+poko+1994,41
330936,humanity+and+paper+balloons+1937,14
169476,whos+harry+crumb+1989,14
172873,aliens+vs+predator+requiem+2007,87
351702,the+lorax+2012,32
181127,fight+club+1999,23
9181,walle+2008,39
