userid,movieid,minute
100826,a+tale+of+two+sisters+2003,26
100134,elevator+to+the+gallows+1958,40
94552,service+2008,43
191585,black+bread+2010,80
109524,the+hobbit+an+unexpected+journey+2012,41
258661,fight+club+1999,70
12362,dreams+that+money+can+buy+1947,27
322658,gotcha+1985,46
69747,smoking++no+smoking+1993,214
155057,the+godfather+1972,15
18452,the+truman+show+1998,23
43610,the+lost+skeleton+of+cadavra+2001,44
345218,the+curiosity+of+chance+2006,67
294231,the+blues+brothers+1980,67
34462,42nd+street+1933,16
163614,ballet+shoes+2008,34
150826,the+queen+2006,10
914,the+king+of+comedy+1982,22
203858,harry+potter+and+the+prisoner+of+azkaban+2004,82
310131,princess+mononoke+1997,80
85375,we+are+marshall+2006,60
34824,the+street+with+no+name+1948,34
278686,samurai+i+musashi+miyamoto+1954,2
288661,the+celluloid+closet+1996,61
103118,wicker+park+2004,35
67871,restrepo+2010,86
345830,the+young+master+1980,89
148953,avatar+2009,107
306649,double+indemnity+1944,59
273577,charley+varrick+1973,73
163753,dont+be+a+menace+to+south+central+while+drinking+your+juice+in+the+hood+1996,78
194193,inception+2010,79
324587,the+wing+or+the+thigh+1976,42
169287,the+tournament+2009,85
321292,red+garters+1954,65
298360,womb+2010,89
192583,eurotrip+2004,65
136481,interstellar+2014,159
153310,wild+hearts+cant+be+broken+1991,50
305310,star+wars+1977,108
136422,hercules+2005,180
29960,inception+2010,57
181248,something+in+the+air+2012,66
170543,goodbye_+columbus+1969,64
101646,speed++angels+2008,91
329065,the+razors+edge+1984,48
295265,i+love+trouble+1948,89
28484,the+hurricane+1999,112
156249,close+encounters+of+the+third+kind+1977,117
159591,patlabor+the+movie+1989,73
45829,batman++mr.+freeze+subzero+1998,12
11902,rendezvous+1935,16
33867,the+pink+panther+strikes+again+1976,78
298756,call+me+madam+1953,88
250305,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,110
246384,the+gods+must+be+crazy+1980,45
239088,divine+trash+1998,39
37031,terminator+2+judgment+day+1991,64
349679,the+count+of+monte+cristo+1954,107
220769,master+and+commander+the+far+side+of+the+world+2003,17
168681,plastic+2014,33
259722,the+princess+and+the+frog+2009,75
347067,pixote+1981,120
153826,war+and+peace+1966,202
274837,the+icicle+thief+1989,61
30231,pariah+2011,65
36738,hamlet+1996,153
205933,taxi+1998,41
336114,puncture+2011,15
270199,the+power+of+nightmares+2004,140
181454,scarface+1983,85
334849,silent+action+1975,83
300330,water+2005,81
173503,the+lord+of+the+rings+the+return+of+the+king+2003,70
295068,one+flew+over+the+cuckoos+nest+1975,14
249663,the+guard+post+2008,77
186055,merlin+1998,55
217516,the+man+who+knew+too+much+1956,35
138448,the+believer+2001,29
212374,inglourious+basterds+2009,60
251714,at+any+price+2012,54
162637,you+were+never+lovelier+1942,10
229218,armour+of+god+ii+operation+condor+1991,68
290841,the+green+mile+1999,72
206275,forbidden+planet+1956,63
337312,the+good_+the+bad+and+the+ugly+1966,136
68055,the+boys++girls+guide+to+getting+down+2007,41
263313,things+change+1988,27
184624,a+little+romance+1979,28
251653,dial+m+for+murder+1954,35
234971,the+aristocats+1970,37
334410,the+goonies+1985,35
99917,monsters_+inc.+2001,25
336444,shark+tale+2004,11
100638,life+is+beautiful+1997,23
95592,high+and+low+1963,12
5255,didier+1997,82
241282,the+navigators+2001,72
314326,grand+illusion+1937,52
329082,american+sniper+2014,127
106135,slumming+2006,28
345121,shades+of+fern+1986,51
142908,how+to+train+your+dragon+2+2014,31
189112,baby+boom+1987,63
108195,seven+swords+2005,48
138388,my+neighbor+totoro+1988,3
309570,i_+robot+2004,31
96434,szamanka+1996,25
276039,better+off+dead...+1985,82
210816,landscape+in+the+mist+1988,43
20856,the+shawshank+redemption+1994,85
207995,home+run+2013,113
288636,the+lord+of+the+rings+the+two+towers+2002,123
323918,the+horses+mouth+1958,53
53681,bachelor+mother+1939,21
309702,unbreakable+2000,45
136245,the+lord+of+the+rings+the+return+of+the+king+2003,38
241125,friday+the+13th+1980,14
208610,infernal+affairs+ii+2003,28
28337,special+forces+2011,36
293512,the+king+and+four+queens+1956,53
11219,ponyo+2008,38
221034,an+unlikely+weapon+2009,49
318486,stardust+2007,65
127670,the+king+of+kings+1927,65
257391,the+painted+veil+2006,14
318708,step+into+liquid+2003,44
103446,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,23
99752,in+old+chicago+1937,28
110076,the+gospel+according+to+matthew+1964,78
190522,the+fighting+sullivans+1944,66
133344,toy+story+3+2010,10
104358,le+party+1990,32
321800,troy+2004,79
11583,ponyo+2008,88
91001,cloudy+with+a+chance+of+meatballs+2+2013,39
245261,the+great+ziegfeld+1936,24
54590,the+amazing+spider-man+2012,103
326165,carlos+2010,197
205994,pride+and+prejudice+1940,28
318778,visual+acoustics+2009,31
332306,terminator+2+judgment+day+1991,122
150885,se7en+1995,15
83959,live+free+or+die+hard+2007,115
103092,withnail++i+1987,91
53272,agnosia+2010,19
128888,tell+no+one+2006,120
48623,leon+the+professional+1994,62
101828,lady+on+a+train+1945,37
262210,my+little+business+1999,34
339928,sherlock+holmes+in+washington+1943,16
87581,leprechaun+3+1995,70
350132,jerry+and+tom+1998,19
64845,one+hundred+and+one+dalmatians+1961,79
81577,dragon+ball+z+bio-broly+1994,49
14958,dial+m+for+murder+1954,13
252257,toy+story+1995,15
316786,dances+with+wolves+1990,102
18,whiplash+2014,90
69698,the+lord+of+the+rings+the+return+of+the+king+2003,197
29141,harry+potter+and+the+deathly+hallows+part+2+2011,122
40162,judex+1916,10
18270,un+vampiro+para+dos+1965,91
278171,joshua+2007,17
194066,monty+python+and+the+holy+grail+1975,32
192812,star+wars+1977,121
23186,wintersleepers+1997,27
196528,brother+bear+2003,53
103049,the+little+mermaid+1989,81
321765,fight+club+1999,13
184992,cinderella+1950,41
213454,big+deal+on+madonna+street+1958,76
235618,much+ado+about+nothing+2012,53
322430,titanic+1997,75
277755,the+brothers+mcmullen+1995,27
62500,the+day+the+earth+stood+still+1951,66
185376,troy+2004,97
173335,apollo+13+1995,75
32426,guardians+of+the+galaxy+2014,68
73035,dial+m+for+murder+1954,20
49784,wish+you+were+here+2012,10
287172,snowpiercer+2013,29
85842,inception+2010,87
271247,fantastic+4+rise+of+the+silver+surfer+2007,68
187259,the+good_+the+bad+and+the+ugly+1966,137
315313,boys+night+out+1962,7
269628,unfinished+piece+for+mechanical+piano+1977,20
84157,here+and+elsewhere+1976,14
351899,four+lions+2010,49
203690,harry+potter+and+the+chamber+of+secrets+2002,11
328703,kon-tiki+2012,7
345808,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,8
331364,the+sand+pebbles+1966,9
181245,the+day+the+earth+stood+still+1951,1
224111,keep+the+lights+on+2012,3
46721,on+the+beach+1959,36
203401,saraband+2003,1
229602,when+trumpets+fade+1998,0
46075,donnie+brasco+1997,0
204957,were+the+world+mine+2008,36
212271,the+rainmaker+1997,88
303561,ghostbusters+1984,2
169268,god+bless+america+2011,1
245408,the+wheeler+dealers+1963,0
329473,harry+potter+and+the+goblet+of+fire+2005,0
279725,stonehearst+asylum+2014,0
316684,gattaca+1997,1
305567,ratatouille+2007,2
259449,bad+boy+bubby+1993,46
39522,the+klansman+1974,2
85198,snow+white+and+the+seven+dwarfs+1937,82
152171,the+lord+of+the+rings+the+two+towers+2002,30
152840,white+men+cant+jump+1992,38
239377,the+disappearance+of+eleanor+rigby+her+2014,32
92631,the+awful+truth+1937,34
165600,cowboy+1958,32
157106,charly+2002,13
305481,to+live+1994,8
215524,the+amazing+spider-man+2012,25
171771,american+horror+house+2012,3
283155,the+abyss+1989,56
42447,dumbo+1941,63
88629,the+wonderful+crook+1974,62
218455,ratatouille+2007,52
146195,nightcrawler+2014,96
270662,superman+returns+2006,40
216160,stonehearst+asylum+2014,18
29184,salvatore+giuliano+1962,112
127497,kikis+delivery+service+1989,65
80935,seven+samurai+1954,26
229680,jerry+maguire+1996,51
76397,city+of+angels+1998,40
112410,one+flew+over+the+cuckoos+nest+1975,82
175232,in+the+name+of+the+law+1949,32
71073,interstellar+2014,123
279376,when+ladies+meet+1933,67
304627,amen.+2002,84
203846,two+evil+eyes+1990,54
221777,henry+poole+is+here+2008,44
4715,hurt+2009,47
182004,girl_+interrupted+1999,99
81242,fahrenheit+911+2004,118
191386,inglourious+basterds+2009,56
335841,the+man+who+knew+too+much+1956,98
219429,azumi+2+death+or+love+2005,41
53622,a+bittersweet+life+2005,84
136087,gregorys+girl+1981,17
25153,akira+1988,89
52392,devils+doorway+1950,36
279756,forrest+gump+1994,139
162764,under+the+stars+2007,19
234913,foreign+correspondent+1940,29
224536,the+godfather+1972,105
300720,the+lady+vanishes+1938,79
132870,bolt+2008,18
214599,aliens+1986,47
82702,the+great+war+1959,111
123614,carol+channing+larger+than+life+2012,47
74702,going+postal+2010,131
95453,the+wolf+of+wall+street+2013,174
79101,butter+2011,42
128391,marlowe+1969,46
347704,pulp+fiction+1994,27
27216,raiders+of+the+lost+ark+1981,88
129275,the+other+shore+2013,58
78166,shrek+2001,1
278123,the+black+cat+1934,31
249081,rfk+must+die+the+assassination+of+bobby+kennedy+2007,7
119030,zambezia+2012,84
143053,charleston+1974,88
348330,rocky+1976,78
133643,harry+potter+and+the+half-blood+prince+2009,16
13928,the+sorrow+and+the+pity+1969,19
6352,the+last+of+the+high+kings+1996,61
218928,the+story+of+qiu+ju+1992,101
9487,the+conformist+1970,51
2494A20,from+russia+with+love+1963,110
108163,wyatt+earp+1994,56
249065,loners+2000,20
120274,finding+nemo+2003,100
38495,argo+2012,84
192943,page+one+inside+the+new+york+times+2011,49
190116,help+1965,71
186032,inherit+the+wind+1960,104
199068,grease+1978,34
332215,spirited+away+2001,110
216505,dial+m+for+murder+1954,34
4777,reign+of+assassins+2010,91
330112,bangkok_+we+have+a+problem+2014,82
179602,out+of+the+clear+blue+sky+2012,41
72019,the+matrix+1999,40
80992,mulan+1998,58
264706,labyrinth+1986,33
163865,terminator+2+judgment+day+1991,116
78849,the+great+debaters+2007,80
272347,city+hunter+1993,39
30053,astrix+and+oblix+god+save+britannia+2012,84
84702,the+dark+knight+rises+2012,130
295732,diary+of+a+cannibal+2007,62
218155,a+most+violent+year+2014,79
49620,goodfellas+1990,137
86427,district+13+ultimatum+2009,77
170464,iron+man+2008,50
214548,shutter+island+2010,80
351154,how+green+was+my+valley+1941,111
114601,from+russia+with+love+1963,67
138940,forbidden+planet+1956,73
100498,jazz+2001,551
285346,the+day+after+trinity+1981,81
332116,the+last+lions+2011,57
205342,star+wars+episode+i+-+the+phantom+menace+1999,91
123960,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,74
66411,the+terminator+1984,57
24712,the+infinite+man+2014,2
234291,the+boy+in+the+striped+pyjamas+2008,5
2245,killer+klowns+from+outer+space+1988,11
294078,la+belle+noiseuse+1991,140
105835,blade+runner+1982,21
58726,first+sunday+2008,31
121115,one+night+with+the+king+2006,72
335487,the+disappearance+of+alice+creed+2009,74
177952,star+wars+1977,50
84972,iron+man+2008,91
117430,harry+potter+and+the+prisoner+of+azkaban+2004,4
148242,diary+of+a+country+priest+1951,38
246439,the+man+who+sleeps+1974,15
233194,the+stanford+prison+experiment+2015,80
22389,dawn+of+the+planet+of+the+apes+2014,9
34198,grind+2003,12
317418,a+horrible+way+to+die+2010,58
342652,tokyo+sonata+2008,22
239957,apollo+13+1995,53
100813,se7en+1995,32
223782,the+twins+effect+2003,76
132124,four+sided+triangle+1953,64
191514,the+exorcist+iii+1990,79
1670,house+of+sand+and+fog+2003,61
269961,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,18
331657,kill+bill+vol.+1+2003,98
5617,velvet+goldmine+1998,78
224573,i+am+legend+2007,17
184717,les+misrables+1958,4
95045,the+hobbit+an+unexpected+journey+2012,3
33222,the+decameron+1971,90
338145,manta_+manta+1991,39
343150,space+amoeba+1970,80
34273,dances+with+wolves+1990,73
88627,leon+the+professional+1994,2
253920,la+terra+trema+1948,88
280909,jude+the+obscure+1971,4
19607,macarthur+1977,30
87688,the+deluge+1974,230
131779,chilly+scenes+of+winter+1979,41
114842,i_+robot+2004,83
269210,se7en+1995,24
14319,paul+2011,100
142769,the+whisperers+1967,81
63658,dinner+at+eight+1933,18
226084,cinderella+1950,66
46334,swingers+1996,67
184840,nausica+of+the+valley+of+the+wind+1984,41
296093,die+hard+1988,58
39589,seven+samurai+1954,42
336346,interstellar+2014,114
24650,the+amazing+spider-man+2+2014,75
144467,zero+effect+1998,48
328297,inspector+palmus+error+1960,1
306317,se7en+1995,31
277155,come+see+the+paradise+1990,84
264617,a+friend+of+the+deceased+1997,83
109503,high+noon+1952,46
270456,chocolat+2000,27
77870,the+lord+of+the+rings+the+two+towers+2002,25
280895,the+lord+of+the+rings+the+return+of+the+king+2003,77
115030,wake+up_+ron+burgundy+the+lost+movie+2004,81
322535,house+of+games+1987,95
256519,monsters_+inc.+2001,66
88102,belle+2013,99
206865,broken+embraces+2009,120
135607,gladiator+2000,126
196768,young+again+1986,74
467,the+idiots+1998,110
161485,marley+2012,120
106889,sixteen+candles+1984,36
32530,h.m.s.+defiant+1962,45
111046,the+devil+wears+prada+2006,91
212936,shrek+2001,33
130444,i+can+get+it+for+you+wholesale+1951,46
160840,the+girl+2012,28
262700,brave+2012,52
264815,fight+club+1999,51
30244,the+blue+max+1966,73
66257,swing+time+1936,95
277255,back+to+the+future+part+iii+1990,24
217909,the+little+mermaid+1989,42
191578,harry+potter+and+the+philosophers+stone+2001,153
139422,mr.+average+2006,83
278030,pokmon+origins+2013,35
320678,gunfight+at+the+o.k.+corral+1957,93
150865,seven+minutes+2009,89
200168,howls+moving+castle+2004,118
45820,avatar+2009,44
289905,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,75
171970,dial+m+for+murder+1954,97
336116,the+long+kiss+goodnight+1996,104
173054,pandoras+box+1929,72
275045,the+shining+1980,48
288179,nightcrawler+2014,34
296012,chizukos+younger+sister+1991,151
137543,aliens+1986,66
7376,payback+1999,4
166491,for+richer+or+poorer+1997,26
189716,harry+potter+and+the+prisoner+of+azkaban+2004,95
72364,willy+wonka++the+chocolate+factory+1971,99
113864,ong-bak+the+thai+warrior+2003,78
235244,buddy+2003,83
125951,iris+2001,74
58261,pieces+1982,58
92052,the+crazies+1973,68
231677,aprils+shower+2003,41
343618,white+night+wedding+2008,81
255797,one+2+ka+4+2001,129
70142,saving+private+ryan+1998,85
28680,the+purple+gang+1959,71
132276,one+flew+over+the+cuckoos+nest+1975,63
208040,infection+2004,73
133870,a+cure+for+love+1966,20
161378,dr.+jekyll+and+mr.+hyde+1941,15
10810,sound+city+2013,101
65695,wreck-it+ralph+2012,94
317434,feed+2005,101
225153,the+fifth+element+1997,107
57314,harry+potter+and+the+deathly+hallows+part+2+2011,52
281144,american+friends+1991,82
292443,the+godfather+1972,69
338711,princess+mononoke+1997,129
41994,falling+angels+2003,40
108211,american+beauty+1999,94
77466,the+shawshank+redemption+1994,71
205268,iron+man+2+2010,106
185866,jfk+1991,188
76468,the+pursuit+of+happiness+1971,32
155925,men+in+black+1997,9
321586,it+came+from+beneath+the+sea+1955,56
44297,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,14
296044,the+terminator+1984,53
180119,harry+potter+and+the+philosophers+stone+2001,123
309553,maleficent+2014,58
313378,pirates+of+the+caribbean+at+worlds+end+2007,135
80901,the+gangs+all+here+1943,37
276455,east+of+eden+1955,96
201947,kikis+delivery+service+1989,12
298620,trails+1978,97
290299,nenette+and+boni+1997,31
191180,beauty+and+the+beast+1991,41
306989,one+piece+film+strong+world+2009,22
40946,bob+le+flambeur+1956,27
305382,runaway+1984,70
286394,from+hell+2001,89
129047,the+prey+2011,69
23278,indiana+jones+and+the+temple+of+doom+1984,6
59733,the+hunt+2012,32
241497,barbary+coast+1935,81
146329,taboo+2002,31
43136,spider-man+2002,65
55545,won+ton+ton+the+dog+who+saved+hollywood+1976,92
34875,interstellar+2014,59
294442,antonias+line+1995,21
245953,whisper+of+the+heart+1995,19
15542,gladiator+2000,13
219906,the+lord+of+the+rings+1978,62
88590,wheelmen+2005,35
88944,she+wouldnt+say+yes+1945,83
96968,independence+day+1996,77
184363,ratatouille+2007,55
239737,harry+potter+and+the+philosophers+stone+2001,70
337958,ice+age+the+meltdown+2006,53
203985,spirited+away+2001,123
288568,master+and+commander+the+far+side+of+the+world+2003,58
155133,one-eyed+jacks+1961,107
72451,sunshine+2007,16
272957,high+and+low+1963,96
237113,constantine+2005,39
217275,that+obscure+object+of+desire+1977,69
103543,the+green+mile+1999,14
30914,harry+potter+and+the+order+of+the+phoenix+2007,28
95181,nausica+of+the+valley+of+the+wind+1984,29
218048,zatichi+meets+the+one-armed+swordsman+1971,47
181013,rab+ne+bana+di+jodi+2008,15
216116,blood+and+wine+1996,100
208601,galician+caress+of+clay+1995,7
320252,frankenstein+1931,19
177554,the+wonderful+world+of+the+brothers+grimm+1962,132
92438,se7en+1995,5
259446,sixteen+candles+1984,21
178929,bent+1997,102
302053,charlie+and+the+chocolate+factory+2005,86
135560,star+wars+1977,85
314217,inception+2010,11
257597,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,10
167478,pirates+of+the+caribbean+at+worlds+end+2007,105
330632,the+matrix+1999,7
254264,sophies+choice+1982,16
247569,splatter+university+1984,73
56274,not+another+not+another+movie+2011,64
210351,iron+man+2008,104
10867,the+iron+ladies+2000,20
204846,star+wars+episode+iii+-+revenge+of+the+sith+2005,138
1170,being+julia+2004,79
86193,dawn+of+the+planet+of+the+apes+2014,66
6304,frankenstein+1931,69
268781,x-men+days+of+future+past+2014,5
293384,finding+nemo+2003,99
159740,the+cat+and+the+canary+1979,61
350233,wives+and+lovers+1963,66
96057,dead+calm+1989,55
199953,interstellar+2014,129
101486,the+empire+strikes+back+1980,52
254525,legend+of+the+guardians+the+owls+of+gahoole+2010,5
53323,dakota+skye+2008,29
233440,a+personal+journey+with+martin+scorsese+through+american+movies+1995,205
245717,higher+and+higher+1943,14
295243,interstellar+2014,63
84789,halloweentown+1998,63
328921,summer+palace+2006,53
293447,alice+in+wonderland+2010,104
49034,another+year+2010,5
239588,atlas+shrugged+part+ii+2012,101
93365,why+not+1981,134
279073,the+cable+guy+1996,45
293078,sita+sings+the+blues+2008,39
331191,i+love+you_+alice+b.+toklas+1968,17
74875,the+hobbit+the+battle+of+the+five+armies+2014,132
10901,the+skinny+2012,71
54638,the+kingdom+1994,181
175716,harry+potter+and+the+philosophers+stone+2001,113
350890,how+to+die+in+oregon+2011,46
72604,shrek+2+2004,71
350215,one+deadly+summer+1983,9
327429,pulp+fiction+1994,45
37470,the+good_+the+bad+and+the+ugly+1966,142
171917,kingsman+the+secret+service+2015,50
74935,the+sterile+cuckoo+1969,90
98752,mr+reliable+1996,14
494,dances+with+wolves+1990,106
93489,princess+mononoke+1997,85
244325,the+mystery+of+the+yellow+room+2003,9
117492,swing+vote+2008,89
245118,the+fifth+element+1997,53
143506,somewhere+in+the+night+1946,35
140960,dust+to+glory+2005,47
268370,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,65
24704,whiplash+2014,69
50109,interstellar+2014,45
132800,the+taking+of+deborah+logan+2014,28
332038,wyatt+earp+1994,135
183019,nausica+of+the+valley+of+the+wind+1984,31
63313,red+2008,50
313953,pather+panchali+1955,103
173067,epidemic+1987,86
110498,shaolin+soccer+2001,109
266331,the+lord+of+the+rings+the+return+of+the+king+2003,47
61339,the+imitation+game+2014,81
111380,princess+yang+kwei+fei+1955,88
168132,project+x+1987,102
140861,surfs+up+2007,22
236429,the+mothman+prophecies+2002,4
213772,fun+on+a+weekend+1947,84
6996,raggedy+man+1981,1
344382,22+jump+street+2014,103
260168,the+sheriff+and+the+satellite+kid+1979,18
119298,the+book+of+eli+2010,74
194208,kill+for+me+2013,17
230914,populaire+2012,57
117110,raiders+of+the+lost+ark+1981,83
220441,war+photographer+2001,81
263343,critters+4+1992,14
21650,great+expectations+2012,29
251223,queen+margot+1994,115
45434,gladiator+2000,31
226643,monty+python+and+the+holy+grail+1975,43
79194,sarahs+key+2010,55
267786,finding+nemo+2003,94
8114,dragonheart+1996,13
199075,rare+birds+2001,38
158361,still+walking+2008,18
118962,+nos+amours+1983,58
225647,the+princess+and+the+frog+2009,82
245210,desk+set+1957,98
216396,the+five+obstructions+2003,40
151088,charlie+chan+in+reno+1939,34
268098,harry+potter+and+the+prisoner+of+azkaban+2004,118
263833,se7en+1995,92
40520,the+shawshank+redemption+1994,88
319251,phoenix+2014,26
120738,fury+2014,17
201444,bitter+victory+1957,25
123116,watchmen+2009,23
221204,purple+butterfly+2003,80
180582,the+replacement+killers+1998,73
222551,black+caesar+1973,23
45927,wag+the+dog+1997,61
36000,giant+1956,109
35903,pulp+fiction+1994,21
307016,i+wish+2011,83
172867,the+terminator+1984,14
48671,cloudy+with+a+chance+of+meatballs+2+2013,14
161892,jack++diane+2012,79
218573,make+your+move+2013,107
82233,the+web+of+death+1976,43
223723,the+devil+commands+1941,30
150348,master+and+commander+the+far+side+of+the+world+2003,83
147637,inception+2010,12
181994,howls+moving+castle+2004,1
156663,obsessed+2009,70
351172,the+monster+squad+1987,28
44644,public+enemies+2009,27
329820,the+beat+that+my+heart+skipped+2005,65
68255,addicted+to+plastic+2008,32
254405,i+love+you+to+death+1990,81
343691,harry+potter+and+the+half-blood+prince+2009,47
184904,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,121
211742,cinderella+2015,43
182621,crave+2012,36
127624,the+night+visitor+1971,94
82721,boudu+saved+from+drowning+1932,48
120289,the+pyx+1973,74
113561,amistad+1997,142
161249,pulp+fiction+1994,83
351558,watchmen+2009,28
334716,interstellar+2014,89
339741,master+and+commander+the+far+side+of+the+world+2003,25
339000,the+shawshank+redemption+1994,48
236200,tie+me+up+tie+me+down+1989,53
286339,big+river+man+2009,21
95740,the+woman+who+dared+1944,15
308871,howls+moving+castle+2004,110
54191,keyhole+2011,31
152595,anastasia+1997,25
65927,sal_+or+the+120+days+of+sodom+1975,23
328700,saving+private+ryan+1998,109
227660,knightriders+1981,4
222901,sympathy+for+lady+vengeance+2005,8
64552,christmas+in+conway+2013,31
153204,bird+1988,55
199970,may+in+the+summer+2013,42
23614,exodus+2007,40
99587,kiss+me_+stupid+1964,54
325067,escape+from+alcatraz+1979,35
160456,double+trouble+1984,8
161199,a+good+night+to+die+2003,41
78234,krull+1983,95
23604,dances+with+wolves+1990,24
166696,bad+girls+go+to+hell+1965,18
127915,fantastic+4+rise+of+the+silver+surfer+2007,89
138284,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,21
215216,dead+weekend+1995,14
241683,give+em+hell_+malone+2009,72
146179,monsters+university+2013,14
131404,seventh+son+2014,9
57654,walle+2008,76
37424,everyday+sunshine++the+story+of+fishbone+2011,108
54623,harry+potter+and+the+deathly+hallows+part+2+2011,13
268855,sunless+1983,11
214792,star+wars+episode+i+-+the+phantom+menace+1999,5
281083,six+degrees+of+celebration+2+2011,4
216762,funny+games+2007,38
218641,mrs.+soffel+1984,1
306109,five+2003,1
279284,bambi+1942,1
37504,empire+of+the+sun+1987,0
114581,new+york+minute+2004,0
245774,chappie+2015,0
150863,vera+cruz+1954,2
14779,zatichi+in+desperation+1972,2
297545,triggermen+2002,23
142038,two+lovers+2008,7
321129,ali+2001,28
168441,the+couch+trip+1988,63
222454,the+spitfire+grill+1996,88
245652,the+quiet+man+1952,109
151747,purge+2012,80
162955,ghostbusters+1984,85
86651,the+confession+2001,80
186217,anatomy+of+a+murder+1959,29
27165,fried+green+tomatoes+1991,22
93320,ong+bak+2+2008,47
18480,terminator+2+judgment+day+1991,97
69708,arizona+1940,60
120971,inglourious+basterds+2009,104
28784,palindromes+2004,59
268843,suicide+club+2010,49
81196,kikis+delivery+service+1989,79
111690,seven+samurai+1954,154
4351,men+in+black+ii+2002,89
154180,le+havre+2011,89
60221,the+jewel+of+the+nile+1985,103
172616,tequila+sunrise+1988,69
11072,woochi++the+demon+slayer+2009,74
76918,the+disappearance+of+eleanor+rigby+them+2014,53
128922,the+company+you+keep+2012,110
42373,gremlins+1984,28
21512,the+glimmer+man+1996,62
122273,jane+eyre+1996,18
269617,star+wars+episode+iii+-+revenge+of+the+sith+2005,92
328817,walking+and+talking+1996,19
267584,the+pilgrim+1923,24
59550,that+sinking+feeling+1980,40
204361,win+win+2011,104
71619,global+metal+2008,48
226224,searching+for+bobby+fischer+1993,85
178382,sunrise+a+song+of+two+humans+1927,94
276677,sliding+doors+1998,26
55160,shake+it+2001,43
323946,the+shawshank+redemption+1994,31
90711,5+centimeters+per+second+2007,15
325077,dawn+of+the+planet+of+the+apes+2014,84
264527,harry+potter+and+the+half-blood+prince+2009,132
56780,i+love+you+to+death+1990,7
231475,the+theory+of+everything+2014,68
263084,cockfighter+1974,44
244377,miracle+on+34th+street+1994,28
46873,waking+ned+1998,70
267430,reversal+of+fortune+1990,101
65896,the+tree+of+wooden+clogs+1978,175
116576,kikis+delivery+service+1989,73
103413,himizu+2011,127
297302,wreckers+2011,42
70365,iron+man+2008,122
182438,i_+robot+2004,89
348663,ballet+shoes+2008,73
215387,zardoz+1974,81
185009,sex+ed+2014,29
217986,XskNg4mRrNOSUB7Lr21UG,37
47375,killer+condom+1996,106
189349,ratatouille+2007,99
152536,funny+face+1957,52
328119,the+decline+of+western+civilization+part+ii+the+metal+years+1988,37
155001,leon+the+professional+1994,62
200254,assault+on+wall+street+2013,3
213195,the+immortal+story+1968,12
145266,bambi+1942,69
279633,the+heiress+1949,97
52212,forever+strong+2008,15
253958,the+godfather+1972,145
214090,master+and+commander+the+far+side+of+the+world+2003,71
312186,harry+potter+and+the+philosophers+stone+2001,106
122973,mark+twain+2002,110
62879,the+ring+finger+2005,20
154860,the+factory+2012,99
330609,la+femme+nikita+1990,22
93243,stalag+17+1953,107
282314,snowpiercer+2013,48
213068,election+2005,45
179226,what+a+girl+wants+2003,35
3911,the+last+boy+scout+1991,9
254750,megamind+2010,75
3283,adam+resurrected+2008,49
84660,twilight+2008,22
247423,along+came+a+spider+2001,54
150227,kill+bill+vol.+1+2003,44
87327,remember+me_+my+love+2003,97
63222,x-men+days+of+future+past+2014,12
228265,red+garters+1954,49
26550,matewan+1987,103
43546,moonlight+serenade+2009,79
137637,the+lord+of+the+rings+the+return+of+the+king+2003,88
111273,the+godfather+1972,25
261055,my+neighbor+totoro+1988,13
294544,ratatouille+2007,104
136652,scarface+1983,16
112836,northanger+abbey+2007,36
153835,the+gods+must+be+crazy+1980,106
86994,ratatouille+2007,59
30651,the+incredible+hulk+2008,65
204923,redbelt+2008,43
253826,ong-bak+the+thai+warrior+2003,80
208992,cirque+du+soleil+worlds+away+2012,72
344091,house+by+the+river+1950,51
53004,light+years+away+1981,103
16885,batman+mask+of+the+phantasm+1993,64
24613,the+bench+2000,29
153511,private+parts+1997,88
220742,kes+1969,89
71212,shoot+to+kill+1988,37
29681,the+incredible+hulk+2008,86
85845,forrest+gump+1994,11
250008,imaginary+crimes+1994,24
221116,casino+royale+2006,14
335430,toy+story+3+2010,74
316769,despicable+me+2+2013,54
127644,captain+america+the+first+avenger+2011,18
66155,pulp+fiction+1994,7
213790,changing+sides+2008,7
182185,toy+story+3+2010,13
100584,ice+age+continental+drift+2012,11
45504,grizzly+man+2005,51
265760,saint+seiya+legend+of+sanctuary+2014,16
309162,interstellar+2014,140
263143,my+fathers+glory+1990,93
262798,white+elephant+2012,1
74292,an+officer+and+a+gentleman+1982,61
103159,straw+dogs+1971,29
334445,take+a+giant+step+1959,29
144935,brave+2012,70
224074,the+good_+the+bad+and+the+ugly+1966,130
169726,the+life+and+death+of+peter+sellers+2004,117
