userid,movieid,minute
158449,a+matter+of+taste+2000,0.0
179228,gods+and+monsters+1998,49.0
85665,journey+2+the+mysterious+island+2012,20.0
3245,man-proof+1938,0.0
160282,hope+springs+2012,25.0
178012,venus+2006,32.0
186163,good+night_+and+good+luck.+2005,68.0
128636,i+just+didnt+do+it+2007,97.0
264471,how+to+eat+fried+worms+2006,5.0
71664,falling+in+love+1984,96.0
122014,the+trial+of+lee+harvey+oswald+1977,111.0
4318,snow+white+and+the+huntsman+2012,73.0
122311,great+expectations+1946,92.0
269045,why+has+bodhi-dharma+left+for+the+east+1989,8.0
290156,the+exorcist+1973,40.0
109653,seasons+beatings+1999,103.0
326477,colin+quinn+long+story+short+2011,23.0
315254,captivated+the+trials+of+pamela+smart+2014,26.0
4151,sweeney+todd+2006,61.0
50398,african+cats+2011,34.0
311244,lenny+1974,44.0
258853,crave+2012,49.0
155676,friday+night+lights+2004,14.0
169245,three+resurrected+drunkards+1968,45.0
63432,city+zero+1989,45.0
253861,the+shadow+riders+1982,89.0
300733,winnie+the+pooh+and+tigger+too+1974,20.0
33476,the+thorn+in+the+heart+2009,66.0
25780,the+master+and+margaret+1972,27.0
339513,the+young+one+1960,55.0
310870,home+alone+1990,49.0
303577,cze_+tereska+2001,20.0
102325,three+days+2008,40.0
219698,tea+with+mussolini+1999,73.0
96047,pans+labyrinth+2006,33.0
120588,war+of+the+worlds+2005,86.0
127444,eternal+sunshine+of+the+spotless+mind+2004,97.0
94157,pleasure+party+1975,14.0
163254,the+missing+2003,125.0
50006,tokyo+trial+1983,171.0
155857,the+motorcycle+diaries+2004,10.0
335321,young+goethe+in+love+2010,84.0
247174,irma+la+douce+1963,15.0
318338,brotherhood+of+the+wolf+2001,68.0
52618,the+birdcage+1996,104.0
108195,seven+swords+2005,10.0
131380,jesse+stone+sea+change+2007,30.0
49214,far+side+of+the+moon+2003,46.0
318486,stardust+2007,27.0
269195,always+leave+them+laughing+1949,50.0
81254,whity+1971,50.0
327711,the+music+lovers+1970,86.0
202718,monster+in+a+box+1992,26.0
345839,nothing+2003,68.0
210114,gladi ator+2000,125.0
321375,american+hustle+2013,117.0
96618,ploy+2007,95.0
142523,the+first+beautiful+thing+2010,17.0
8259,cell+211+2009,23.0
143817,brotherhood+of+death+1976,28.0
170355,medora+2013,28.0
209783,the+master+plan+2015,37.0
312941,bubble+2005,6.0
321287,cheeky+girls+2008,52.0
81090,freaky+deaky+2012,21.0
341282,20_000+days+on+earth+2014,82.0
208155,ted+bundy+2002,40.0
328668,the+secret+life+of+walter+mitty+1947,64.0
297931,hysteria+2011,76.0
307600,birth+of+the+living+dead+2013,72.0
257309,american+reunion+2012,75.0
181129,damnation+1988,110.0
93778,becoming+jane+2007,32.0
41801,tess+1979,49.0
28074,the+passion+of+joan+of+arc+1928,30.0
261269,between+heaven+and+hell+1956,35.0
37735,my+boy+jack+2007,55.0
142612,eye+in+the+sky+2007,39.0
38175,sex+and+the+city+2008,141.0
181882,topkapi+1964,12.0
232189,new+waterford+girl+1999,71.0
158123,helen+2009,75.0
8464,le+notti+bianche+1957,36.0
127423,borrowed+hearts+1997,35.0
55418,bad+guy+2002,28.0
131981,dogs+in+space+1986,7.0
185796,he+was+a+quiet+man+2007,11.0
267722,night+of+the+living+dorks+2004,8.0
289680,three+rooms+of+melancholia+2004,59.0
308468,alex+cross+2012,3.0
96914,nobody+will+speak+of+us+when+were+dead+1995,10.0
6634,knocked+up+2007,86.0
88068,norm+macdonald+me+doing+standup+2011,4.0
24151,diary+of+a+lost+girl+1929,33.0
146955,roberto+succo+2001,14.0
11313,pinocchio+2002,14.0
5676,chasing+beauty+2013,21.0
194352,wife+1953,5.0
242345,wonderful+and+loved+by+all+2007,1.0
179635,dylan+moran+yeah_+yeah+2011,33.0
322991,past+midnight+1991,72.0
180829,the+tree_+the+mayor+and+the+mediatheque+1993,101.0
240123,bright+victory+1951,96.0
310622,phantom+pain+2009,2.0
46403,the+sea+wolves+1980,89.0
267298,roadie+2011,29.0
193109,the+stendhal+syndrome+1996,88.0
291253,mulholland+falls+1996,82.0
107380,some+came+running+1958,36.0
277450,the+fastest+gun+alive+1956,67.0
222622,every+which+way+but+loose+1978,14.0
118848,one+of+our+dinosaurs+is+missing+1975,9.0
109319,hannah+arendt+2012,102.0
132148,the+verdict+1982,64.0
19678,paper+clips+2004,82.0
108743,the+dancemaker+1998,49.0
109240,the+good+life+2007,69.0
301691,an+unforgettable+summer+1994,22.0
3810,sophies+choice+1982,8.0
283568,killing+kasztner+2008,45.0
164228,identification+marks+none+1965,12.0
204414,what+have+i+done+to+deserve+this+1984,65.0
275725,the+presidents+man+a+line+in+the+sand+2002,34.0
145684,delhi-6+2009,3.0
219429,azumi+2+death+or+love+2005,4.0
244435,chiko+2008,24.0
12613,crank+high+voltage+2009,51.0
181844,a+decade+under+the+influence+2003,115.0
301982,the+corporation+2003,80.0
32118,district+9+2009,40.0
344198,alias+the+doctor+1932,32.0
135329,the+second+best+exotic+marigold+hotel+2015,25.0
176292,west+point+1928,20.0
53085,the+extra+man+2010,77.0
105143,nana_+the+true+key+of+pleasure+1983,41.0
64292,once+upon+a+scoundrel+1974,5.0
43175,the+girl+next+door+2007,57.0
352545,ripleys+game+2002,44.0
114676,cube+zero+2004,23.0
136680,downeast+2012,65.0
49759,my+best+fiend+1999,68.0
7103,in+the+army+now+1994,72.0
255315,love+finds+andy+hardy+1938,31.0
96314,stuart+little+1999,6.0
314861,teenage+caveman+2002,36.0
26538,the+great+raid+2005,111.0
68388,persuasion+1995,83.0
55407,innocence+2000,3.0
208680,chalet+girl+2011,5.0
308492,diggers+2006,39.0
19092,cassandras+dream+2007,44.0
32831,sarah+silverman+we+are+miracles+2013,57.0
121129,mark+shoots+first+1975,63.0
299261,the+brain+1988,20.0
130742,love+actually+2003,114.0
271057,warning+shadows+1923,58.0
99326,the+angry+silence+1960,78.0
128943,the+tall+man+2012,72.0
314210,the+island+president+2012,48.0
346991,the+magnificent+ambersons+1942,17.0
331988,flash+gordon+trip+to+mars+1938,62.0
143885,dr.+horribles+sing-along+blog+2008,34.0
179835,the+thing+from+another+world+1951,54.0
298468,full+moon+high+1981,23.0
183798,tidal+wave+2009,9.0
37828,august+2008,42.0
342322,highlander+the+final+dimension+1994,43.0
212656,an+american+in+paris+1951,38.0
279736,the+banishment+2007,74.0
60426,the+doctor+and+the+devils+1985,81.0
153212,the+last+of+england+1987,15.0
107938,stage+door+1937,29.0
56556,the+ring+finger+2005,52.0
261868,stuck+2013,8.0
159103,topper+takes+a+trip+1938,60.0
175285,beaufort+2007,55.0
339492,ethan+mao+2004,30.0
92027,wings+of+hope+2000,8.0
37337,momo+2001,12.0
153369,the+crime+of+monsieur+lange+1936,61.0
240598,education+for+death+1943,2.0
199677,backdraft+1991,107.0
189987,legendary+weapons+of+china+1982,66.0
260489,the+dancer+upstairs+2002,11.0
267034,blue+caprice+2013,49.0
23653,mary+poppins+1964,52.0
79772,venus+beauty+institute+1999,12.0
39598,a+day+at+the+races+1937,28.0
168425,against+all+odds+1984,81.0
29023,talent+for+the+game+1991,81.0
151123,the+sea+is+watching+2002,63.0
213572,the+boys+in+company+c+1978,113.0
155798,welcome+to+the+jungle+2007,58.0
286839,the+texas+chainsaw+massacre+the+beginning+2006,70.0
42987,the+year+of+the+yao+2004,86.0
69200,the+vertical+ray+of+the+sun+2000,20.0
141323,the+other+family+2011,93.0
195561,red+psalm+1972,8.0
298759,the+conquest+2011,53.0
159740,the+cat+and+the+canary+1979,23.0
105206,the+talented+mr.+ripley+1999,36.0
151302,picnic+at+hanging+rock+1975,77.0
306528,20_000+leagues+under+the+sea+1916,61.0
79349,crimson+tide+1995,88.0
301728,eve+and+the+fire+horse+2005,93.0
171312,gia+1998,96.0
90205,the+master+2012,128.0
146464,bedknobs+and+broomsticks+1971,115.0
9644,ninas+heavenly+delights+2006,66.0
335591,sorry_+wrong+number+1948,9.0
195755,the+dreamlife+of+angels+1998,92.0
50369,madagascar+3+europes+most+wanted+2012,30.0
86804,nine+lives+2005,9.0
185253,sherlock+holmes+a+game+of+shadows+2011,58.0
321793,kickboxer+3+the+art+of+war+1992,5.0
236699,drive+2011,46.0
34730,verboten+1959,49.0
210700,baraka+1992,64.0
206902,we+need+a+vacation+2004,19.0
102632,lucky+no+time+for+love+2005,23.0
219160,a-haunting+we+will+go+1942,63.0
309278,this+boys+life+1993,50.0
30280,sputnik+2013,60.0
94966,last+hurrah+for+chivalry+1979,96.0
194768,the+madness+of+king+george+1994,2.0
238088,train+of+shadows+1997,89.0
347612,children+of+men+2006,19.0
113410,the+juche+idea+2008,59.0
277444,lost_+lost_+lost+1976,4.0
327010,the+dust+bowl+2012,71.0
224928,bigfoot+2012,62.0
348,oliver+twist+1982,58.0
286076,abbott+and+costello+meet+dr.+jekyll+and+mr.+hyde+1953,31.0
202047,mad+love+2001,6.0
82081,jean+renoir+part+one+-+from+la+belle+poque+to+world+war+ii+1993,44.0
184626,post+tenebras+lux+2012,90.0
39192,first+strike+1996,14.0
257896,kings+row+1942,103.0
276579,babylon+5+thirdspace+1998,40.0
93618,an+average+little+man+1977,25.0
225225,the+retrieval+2013,15.0
175646,the+enforcer+1976,32.0
199200,stroszek+1977,1.0
51621,alices+restaurant+1969,0.0
233109,hamlet+2+2008,11.0
38926,the+escape+artist+1982,58.0
7539,wide+eyed+and+legless+1993,56.0
215910,emperor+2012,81.0
176214,the+great+lie+1941,16.0
265841,the+desperate+hours+1955,101.0
310332,the+donkeys+hide+1982,77.0
53547,my+favorite+brunette+1947,38.0
139613,the+talk+of+the+town+1942,6.0
40575,sunset+boulevard+1950,67.0
6485,menolippu+mombasaan+2002,28.0
261369,this+is+it+2009,71.0
58854,the+magic+flute+1975,134.0
804,thirst+2009,75.0
86710,woody+allen+a+documentary+2011,170.0
182004,girl_+interrupted+1999,61.0
344199,murderball+2005,38.0
287369,mr.+magoos+christmas+carol+1962,54.0
243527,death+note+the+last+name+2006,77.0
317737,behind+enemy+lines+iii+colombia+2009,64.0
325508,little+fugitive+1953,66.0
93001,few+of+us+1996,57.0
10519,nixon+by+nixon+in+his+own+words+2014,58.0
177554,the+wonderful+world+of+the+brothers+grimm+1962,94.0
136919,the+betrayed+2008,64.0
168513,on+the+beach+2000,38.0
35569,the+imposter+2012,28.0
232297,cinderella+1997,63.0
212916,a+better+tomorrow+iii+love+and+death+in+saigon+1989,78.0
2554,tuesdays+with+morrie+1999,30.0
178013,bitterly+2013,101.0
83547,unholy+2007,71.0
191592,sketches+of+frank+gehry+2006,10.0
243105,the+prince+and+the+pauper+1937,6.0
335964,a+family+thing+1996,51.0
113021,foodfight+2012,22.0
220933,charlie+chan+in+egypt+1935,52.0
75860,the+sorrow+and+the+pity+1969,223.0
321611,cutie+honey+2004,5.0
265729,maverick+1994,43.0
98452,the+case+of+the+whitechapel+vampire+2002,27.0
116391,high+road+to+china+1983,90.0
185020,different+for+girls+1996,79.0
338530,way+down+east+1920,114.0
319975,goldene+zeiten+2006,76.0
25486,the+sword+and+the+rose+1953,81.0
74823,the+exploding+girl+2009,81.0
200606,rob+roy+1995,126.0
88102,belle+2013,61.0
146849,the+ladykillers+2004,26.0
135917,topsy-turvy+1999,102.0
298918,lone+wolf+and+cub+baby+cart+to+hades+1972,72.0
60698,blind+date+1987,78.0
153163,the+adventures+of+sherlock+holmes+1939,59.0
274930,the+princess+of+montpensier+2010,28.0
146420,the+hunting+party+2007,44.0
174775,once+upon+a+time+in+china+1991,8.0
143239,the+return+of+martin+guerre+1982,79.0
51783,abbott+and+costello+meet+the+invisible+man+1951,56.0
83235,riot+on+sunset+strip+1967,79.0
221,i+am+my+films+a+portrait+of+werner+herzog+1979,18.0
258256,the+trial+of+the+incredible+hulk+1989,82.0
76731,gone+with+the+wind+1939,224.0
148489,coming+out+1989,67.0
264827,story+of+women+1988,86.0
113490,port+of+call+1948,30.0
136762,summer+holiday+1963,23.0
244036,louis+c.k.+shameless+2007,15.0
131780,under+the+bridges+1946,64.0
55197,chronicle+of+the+years+of+fire+1975,47.0
309129,hands+over+the+city+1963,23.0
44118,because+of+winn-dixie+2005,41.0
343121,american+swing+2008,36.0
74550,sleepless+in+seattle+1993,31.0
194381,jessabelle+2014,45.0
44724,all+things+fair+1995,15.0
99710,puncture+2011,55.0
12240,the+muppet+christmas+carol+1992,19.0
247681,stations+of+the+cross+2014,75.0
4487,saint+ralph+2004,12.0
46913,a+serbian+film+2010,92.0
64349,whos+that+girl+1987,27.0
163409,the+overnight+2015,11.0
96776,camille+rewinds+2012,21.0
285049,sex++drugs++rock++roll+2010,70.0
231380,the+black+hole+1979,65.0
170123,the+cave+of+the+yellow+dog+2005,15.0
260567,25th+hour+2002,92.0
37087,the+faculty+1998,2.0
348815,tomorrow+night+1998,38.0
111206,calvary+2014,59.0
347982,ill+be+seeing+you+1944,32.0
231096,the+perfect+man+2005,78.0
235253,kurt++courtney+1998,37.0
317241,party+monster+2003,21.0
28829,the+glass+menagerie+1987,125.0
248455,the+proud+valley+1940,15.0
165058,courage+under+fire+1996,97.0
91461,super+8+2011,23.0
266604,prophecy+1979,36.0
6399,wesley+willis+the+daddy+of+rock+n+roll+2003,6.0
39072,sunny+2011,51.0
273560,desert+blue+1999,73.0
270460,the+swimmer+1968,27.0
56527,evil+2003,66.0
251455,a+story+of+yonosuke+2013,12.0
109745,crime+story+1993,82.0
286280,the+seasoning+house+2012,85.0
20727,the+interrupters+2011,103.0
153926,figures+in+a+landscape+1970,48.0
141719,burts+buzz+2014,75.0
328117,one+point+o+2004,85.0
346022,the+way+of+the+dragon+1972,62.0
316330,animal+room+1995,89.0
304255,this+sporting+life+1963,124.0
175152,moon+warriors+1992,77.0
210140,baggage+claim+2013,93.0
328454,north+by+northwest+1959,23.0
345121,shades+of+fern+1986,13.0
149736,lebanon+2009,2.0
140013,the+greatest+game+ever+played+2005,56.0
64858,unfair+competition+2001,16.0
159886,send+me+no+flowers+1964,62.0
125111,the+invasion+2007,6.0
132510,quadrille+1938,86.0
149131,gods+of+the+plague+1970,59.0
85707,gestapos+last+orgy+1977,72.0
81209,invasion+u.s.a.+1985,96.0
31583,life+2.0+2010,31.0
115383,curse+of+chucky+2013,14.0
152602,the+man+who+wouldnt+die+1994,9.0
319201,pirates+of+the+great+salt+lake+2006,80.0
108249,ashik+kerib+1988,17.0
59867,stray+dogs+2014,16.0
294559,full+speed+1996,21.0
310866,lets+go+to+prison+2006,28.0
286506,control+2003,37.0
130063,the+grocers+son+2007,66.0
127512,the+great+beauty+2013,41.0
239947,the+red+shoes+1948,58.0
316337,the+gallant+hours+1960,94.0
52430,the+five+people+you+meet+in+heaven+2004,150.0
186279,home+room+2002,25.0
269421,christmas+carol+the+movie+2001,12.0
82928,the+lords+of+discipline+1983,61.0
102193,the+man+with+a+cloak+1951,51.0
307625,rumble+on+the+docks+1956,9.0
53729,messages+deleted+2009,11.0
298113,the+referees+2009,2.0
91712,the+miracle+of+bern+2003,0.0
278622,the+mark+of+cain+2000,0.0
148421,the+hawk+is+dying+2007,16.0
327482,the+shepherd+of+the+hills+1941,81.0
51297,cruising+1980,62.0
341593,promises+2001,31.0
186003,throne+of+blood+1957,67.0
298499,support+your+local+sheriff+1969,15.0
47395,the+black+rose+1950,27.0
293135,calling+dr.+gillespie+1942,60.0
29128,tombstone+1993,95.0
339203,brainstorm+1965,1.0
141416,the+life+of+jesus+1997,69.0
292716,my+wife+is+a+gangster+2001,14.0
106397,batman+the+dark+knight+returns_+part+1+2012,41.0
124405,soulless+2012,92.0
18748,mission+impossible+iii+2006,60.0
204923,redbelt+2008,6.0
313584,kogel-mogel+1988,13.0
333756,taxi+hunter+1993,89.0
235321,shaolin+2011,101.0
139767,event+horizon+1997,20.0
42254,no+flesh+shall+be+spared+2009,26.0
78552,music+within+2007,56.0
308006,stalker+1979,143.0
304797,clash+of+the+titans+2010,58.0
79897,mystery+road+2013,8.0
9919,greystoke+the+legend+of+tarzan_+lord+of+the+apes+1984,72.0
152576,the+wayward+girl+1959,70.0
342291,into+the+blue+2005,89.0
4538,the+kingdom+2007,40.0
209677,the+gun+in+betty+lous+handbag+1992,52.0
98129,excess+baggage+1997,2.0
140017,clash+by+night+1952,19.0
125355,dead+again+1991,5.0
348038,the+edge+of+the+world+1937,29.0
343084,the+beaches+of+agns+2008,13.0
120020,jobs+2013,12.0
187889,a+taste+of+honey+1961,89.0
289682,dirty+rotten+scoundrels+1988,97.0
38402,the+earth+dies+screaming+1964,19.0
217128,oldboy+2013,37.0
299268,the+chosen+1981,70.0
85420,the+comancheros+1961,93.0
200134,the+thief+of+bagdad+1924,125.0
202110,the+losers+2010,83.0
50759,edison+2005,8.0
282607,the+competition+1980,74.0
3460,gods+little+acre+1958,27.0
123338,living+with+wolves+2005,39.0
191958,island+2011,56.0
177724,alamo+bay+1985,57.0
198101,dragonfly+1976,76.0
234188,they+shoot+horses_+dont+they+1969,6.0
282220,the+preachers+wife+1996,39.0
291975,on+the+riviera+1951,31.0
139097,playing+the+victim+2006,5.0
227173,the+book+of+life+1998,52.0
346731,captain+phillips+2013,34.0
61507,sleepy+hollow+1999,45.0
92927,opening+night+1977,95.0
29293,joe+1970,106.0
246155,a+midsummer+nights+dream+1999,104.0
78013,upside+down+2012,41.0
145043,mr.+hollands+opus+1995,70.0
149456,corruption+1968,89.0
52188,prick+up+your+ears+1987,62.0
262673,land+of+the+lost+2009,93.0
221204,purple+butterfly+2003,43.0
149152,bandidos+1991,21.0
277155,come+see+the+paradise+1990,46.0
82528,bon+cop+bad+cop+2006,22.0
210429,battle+los+angeles+2011,17.0
160176,stargate+continuum+2008,16.0
294575,return+to+paradise+1998,98.0
44635,nobodys+children+1951,62.0
199841,the+witches+1967,51.0
91498,head+in+the+clouds+2004,8.0
62750,blonde+and+blonder+2008,65.0
308662,son+of+babylon+2009,43.0
92841,kiss+me+goodbye+1982,70.0
17780,r100+2013,43.0
339778,beyond+the+sea+2004,28.0
234984,a+lonely+place+to+die+2011,70.0
139511,gorgeous+1999,9.0
188763,monsieur+lazhar+2011,41.0
319588,pusher+1996,66.0
50415,the+great+race+1965,42.0
161564,latitudes+2014,29.0
142055,commandments+1997,42.0
280687,planet+of+the+apes+1968,97.0
252538,idiocracy+2006,26.0
112848,show+boat+1951,12.0
18376,carnal+knowledge+1971,71.0
318276,martha+marcy+may+marlene+2011,16.0
276186,stratosphere+girl+2004,11.0
182606,moon+of+the+wolf+1972,37.0
139777,london+after+midnight+1927,63.0
107409,jackie+brown+1997,27.0
113297,the+leopard+man+1943,34.0
289997,the+story+of+qiu+ju+1992,14.0
155102,the+dirty+dozen+next+mission+1985,10.0
21534,children+of+heaven+1997,2.0
83393,jack+the+giant+slayer+2013,17.0
143818,only+god+forgives+2013,66.0
336140,misunderstood+1984,28.0
220733,the+12+dogs+of+christmas+2005,31.0
116123,tristana+1970,91.0
27557,the+desert+of+the+tartars+1976,100.0
263868,reality+2012,46.0
287762,the+karlsson+brothers+2010,21.0
42929,the+silencers+1966,41.0
99115,tokyo+godfathers+2003,44.0
157882,grateful+dawg+2000,76.0
11327,forever+strong+2008,36.0
17857,sister+act+1992,70.0
274905,the+great+ka+train+robbery+1926,2.0
288824,walker+1987,38.0
203704,a+lamp+in+the+dark+the+untold+history+of+the+bible+2009,25.0
193988,the+damned+1969,132.0
146136,her+highness+and+the+bellboy+1945,109.0
208443,where+now+are+the+dreams+of+youth+1932,6.0
3762,the+suspicious+death+of+a+minor+1975,38.0
327317,images+1972,78.0
24386,strangers+in+good+company+1990,52.0
308298,with+friends+like+these...+1998,50.0
295805,deja+vu+1985,79.0
304402,the+wrath+of+god+1972,82.0
155819,2010+1984,79.0
276116,big+trouble+in+little+china+1986,58.0
17181,miracles+1986,48.0
127646,lets+kill+wards+wife+2014,39.0
328365,down+from+the+mountain+2001,70.0
65417,xtro+2+the+second+encounter+1990,34.0
277145,franklyn+2008,40.0
207773,star+trek+2009,122.0
127826,common+2014,53.0
279372,the+dark+side+of+the+sun+1988,62.0
277814,rab+ne+bana+di+jodi+2008,30.0
117116,all+i+wanna+do+1998,25.0
180145,green+ice+1981,4.0
106409,the+brave+one+2007,17.0
230914,populaire+2012,19.0
262100,cinderella+ii+dreams+come+true+2002,47.0
131644,the+black+power+mixtape+1967-1975+2011,33.0
255151,starting+out+in+the+evening+2007,51.0
78657,jersey+girl+2004,97.0
100300,duel+in+the+sun+1946,139.0
286912,house+on+haunted+hill+1959,36.0
313826,outlander+2008,20.0
245462,national+lampoons+christmas+vacation+1989,44.0
207746,his+name+was+jason+30+years+of+friday+the+13th+2009,41.0
59993,man+on+a+ledge+2012,16.0
241683,give+em+hell_+malone+2009,35.0
320045,serendipity+2001,13.0
205326,they+call+us+misfits+1968,7.0
284993,heavyweights+1995,53.0
170443,seven+men+from+now+1956,54.0
337369,before+the+devil+knows+youre+dead+2007,10.0
289582,intimacy+2001,14.0
323500,mega+piranha+2010,54.0
43610,the+lost+skeleton+of+cadavra+2001,7.0
65420,axed+2012,6.0
277272,the+gunfight+at+dodge+city+1959,0.0
266367,i+dont+want+to+go+back+alone+2010,8.0
268273,i+am+von+hfler+variation+on+werther+2008,0.0
231085,kabhi+haan+kabhi+naa+1993,0.0
66615,high+fidelity+2000,89.0
227078,flannel+pajamas+2006,85.0
119755,the+kings+whore+1990,59.0
338353,libeled+lady+1936,8.0
233634,goodbye+bafana+2007,70.0
217718,city+girl+1930,60.0
238859,the+empty+mirror+1996,20.0
10202,big+fish+2003,10.0
298109,snake+and+crane+arts+of+shaolin+1978,40.0
109517,battle+for+haditha+2007,82.0
187282,demoted+2011,56.0
159638,the+sixth+sense+1999,90.0
338095,millers+crossing+1990,26.0
140383,mitt+2014,82.0
29747,polytechnique+2009,6.0
263762,keeping+mum+2005,8.0
224329,games+of+love+and+chance+2003,79.0
201409,deep+crimson+1996,61.0
291423,mammoth+2009,96.0
316052,aankhen+2002,122.0
98798,westward+the+women+1951,76.0
231151,action+jackson+2014,74.0
240905,marie+and+bruce+2004,43.0
5701,get+yourself+a+college+girl+1964,72.0
239788,the+caiman+2006,56.0
61009,spring+is+here+1930,18.0
213644,hearts+and+minds+1974,1.0
325,birdman+2014,98.0
39824,in+your+eyes+2014,77.0
203063,wonder+bar+1934,57.0
229934,oscar+and+lucinda+1997,116.0
146807,fanboys+2009,53.0
297804,footnote+2011,102.0
83544,commando+1985,77.0
31820,henry++june+1990,112.0
149957,tattooed+life+1965,8.0
211059,the+way+back+2010,100.0
184686,safe+sex+1999,33.0
251850,rosenstrasse+2003,33.0
267577,afterburn+1992,75.0
62746,tora-sans+love+call+1971,2.0
60691,brother+bear+2+2006,20.0
321485,bloody+bloody+bible+camp+2012,17.0
244226,jesus+camp+2006,50.0
350274,44+inch+chest+2009,88.0
190104,jack+the+giant+killer+2013,73.0
61709,puff_+puff_+pass+2006,33.0
62688,man+of+a+thousand+faces+1957,114.0
298707,jindabyne+2006,84.0
310785,execution+squad+1972,100.0
56505,double+suicide+1969,53.0
151074,santas+apprentice+2010,23.0
170367,a+dangerous+woman+1993,6.0
232964,the+lego+movie+2014,65.0
156291,last+ride+2009,23.0
303871,deadline+2001,40.0
210639,ned+kelly+1970,17.0
257512,afterwards+2008,9.0
31196,seven+sinners+1940,14.0
228847,all+of+me+1984,3.0
99133,the+substance+of+fire+1996,28.0
125021,breaking+the+silence+truth+and+lies+in+the+war+on+terror+2003,3.0
229307,night+train+2009,19.0
58325,ransom+1996,106.0
246,the+house+of+the+spirits+1993,69.0
220047,hello+down+there+1969,28.0
193773,the+strawberry+statement+1970,60.0
122390,9+songs+2004,60.0
82612,dog+day+afternoon+1975,6.0
60773,the+young+in+heart+1938,46.0
37970,bedevilled+2010,93.0
43225,are+you+here+2013,88.0
104057,man+on+the+moon+1999,73.0
116407,the+haunted+castle+1921,57.0
62284,the+minion+1998,85.0
177503,patriot+games+1992,95.0
154865,a+night+at+the+movies+the+suspenseful+world+of+thrillers+2009,12.0
283795,time+without+pity+1957,16.0
294257,citizen+x+1995,78.0
89004,run+ronnie+run+2002,15.0
297768,the+thomas+crown+affair+1968,72.0
149562,pearls+of+the+deep+1966,46.0
330936,humanity+and+paper+balloons+1937,14.0
169476,whos+harry+crumb+1989,14.0
172873,aliens+vs+predator+requiem+2007,87.0
288652,circus+2000,54.0
170512,the+round-up+1966,83.0
63799,grandview_+u.s.a.+1984,53.0
4924,jackboots+on+whitehall+2010,71.0
115733,mexican+hayride+1948,20.0
105478,fear+strikes+out+1957,66.0
301215,the+trail+of+the+lonesome+pine+1936,14.0
127230,the+gendarme+and+the+gendarmettes+1982,74.0
338604,black+widow+1987,14.0
352157,carrie+2002,6.0
64159,a+summer+in+la+goulette+1996,69.0
99997,scott+pilgrim+vs.+the+world+2010,45.0
301247,cinema+komunisto+2010,83.0
4677,angel-a+2005,12.0
181248,something+in+the+air+2012,28.0
261473,heartburn+1986,73.0
178532,dig+2004,6.0
150491,mad+max+1979,40.0
302060,the+last+metro+1980,17.0
161044,delirium+2014,4.0
86186,the+details+2012,38.0
276827,the+secret+six+1931,35.0
73265,dallas+-+war+of+the+ewings+1998,114.0
116529,shooter+2007,42.0
145459,complicit+2013,87.0
205524,big+game+2014,59.0
216641,interceptor+1992,12.0
87021,nina+frisk+2007,32.0
134149,superman+vs.+the+elite+2012,61.0
98242,tales+of+ordinary+madness+1981,69.0
255715,summer+in+february+2013,70.0
246492,stonewall+uprising+2010,7.0
42640,the+cheshire+murders+2013,101.0
194669,the+merchant+of+venice+2004,129.0
161993,marquis+1989,8.0
183198,sordid+lives+2001,15.0
222500,hi+diddle+diddle+1943,25.0
172128,fools+rush+in+1997,93.0
272389,no+greater+love+2009,5.0
229442,suspect+x+2008,109.0
307588,a+cinderella+story+once+upon+a+song+2011,53.0
309125,everyone+else+2009,78.0
1952,rush+2013,26.0
154391,honey+2013,86.0
96123,the+odd+couple+1979,43.0
320399,time+in+the+minors+2010,7.0
100848,youll+never+get+rich+1941,52.0
344322,the+smart+set+1928,3.0
263172,maelstrm+2000,32.0
22734,carve+her+name+with+pride+1958,56.0
246073,monsieur++hulots+holiday+1953,72.0
155573,mother_+i+love+you+2013,7.0
57605,tropic+thunder+2008,47.0
26211,the+bourne+legacy+2012,23.0
239398,johnny+cash+at+folsom+prison+2008,57.0
200745,murder+by+contract+1958,23.0
40810,the+lie+2011,16.0
262427,the+dead+1987,19.0
71218,1939+hollywoods+greatest+year+2009,0.0
328832,my+architect+2003,0.0
285118,the+ring+2002,115.0
33310,creature+with+the+atom+brain+1955,18.0
29764,clear+and+present+danger+1994,9.0
280834,brassed+off+1996,12.0
184809,the+black+windmill+1974,38.0
292981,descendant+of+the+sun+1983,65.0
74567,midnights+children+2012,82.0
39617,ebola+syndrome+1996,22.0
196792,the+princess+comes+across+1936,33.0
351309,the+case+of+the+lucky+legs+1935,35.0
216015,fanny++alexander+1982,75.0
301824,dragnet+1987,50.0
350400,jasons+lyric+1994,94.0
38842,wet+hot+american+summer+2001,86.0
116786,harakiri+1962,19.0
292511,broadway+1929,55.0
80032,candy+1968,106.0
40113,auditiontalent+competition+1964,72.0
117030,sushi+girl+2012,60.0
122103,monsieur+hire+1989,22.0
223361,princess+of+mars+2009,71.0
186816,the+hunchback+of+notre+dame+1939,110.0
191663,cold+turkey+1971,78.0
23787,into+great+silence+2005,128.0
317448,charlie+chan+on+broadway+1937,62.0
209833,dragon+ball+z+wrath+of+the+dragon+1995,27.0
117414,the+pee-wee+herman+show+on+broadway+2011,61.0
278717,maybe+baby+2000,77.0
98202,the+frogmen+1951,92.0
284597,time+after+time+1979,91.0
231802,horror+express+1972,39.0
247359,doa+dead+or+alive+2006,61.0
199652,a+safe+place+1971,56.0
